state_i,state_j,coarse_i,coarse_j,fine_i,fine_j,group_i,group_j,same_coarse,same_fine,same_param_group,ego_speed_diff,d0_mean
block_cont_r1,lead_opt_r11,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v6|s6,0,0,0,0.0,0.423447
block_cont_r1,lead_opt_r12,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v7|s7,0,0,0,1.0,0.41142
block_cont_r1,lead_opt_r2,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v6|s6,0,0,0,0.0,0.413554
block_cont_r1,lead_opt_r3,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v7|s6,0,0,0,1.0,0.386582
block_cont_r1,lead_opt_r4,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v7|s6,0,0,0,1.0,0.411287
block_cont_r1,lead_opt_r5,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v8|s7,0,0,0,2.0,0.381786
block_cont_r1,lead_opt_r6,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v8|s7,0,0,0,2.0,0.393853
block_cont_r1,lead_opt_r7,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v9|s7,0,0,0,3.0,0.383803
block_cont_r1,lead_opt_r8,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v9|s7,0,0,0,3.0,0.372202
block_cont_r1,lead_opt_r9,block_or_occupancy,lead,block_cont,lead_opt,block_cont|v6|L5,lead_opt|v7|s6,0,0,0,1.0,0.381889
block_cont_r1,temp_opt_r1,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v6|o6,1,0,0,0.0,0.432096
block_cont_r1,temp_opt_r10,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v6|o7,1,0,0,0.0,0.440063
block_cont_r1,temp_opt_r11,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v7|o8,1,0,0,1.0,0.431113
block_cont_r1,temp_opt_r12,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v8|o7,1,0,0,2.0,0.373598
block_cont_r1,temp_opt_r2,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v6|o7,1,0,0,0.0,0.42734
block_cont_r1,temp_opt_r3,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v6|o8,1,0,0,0.0,0.407212
block_cont_r1,temp_opt_r4,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v7|o6,1,0,0,1.0,0.419308
block_cont_r1,temp_opt_r5,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v7|o7,1,0,0,1.0,0.397989
block_cont_r1,temp_opt_r6,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v7|o8,1,0,0,1.0,0.397414
block_cont_r1,temp_opt_r7,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v8|o6,1,0,0,2.0,0.397654
block_cont_r1,temp_opt_r8,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v8|o7,1,0,0,2.0,0.36124
block_cont_r1,temp_opt_r9,block_or_occupancy,block_or_occupancy,block_cont,temp_opt,block_cont|v6|L5,temp_opt|v8|o8,1,0,0,2.0,0.362387
block_cont_r10,block_cont_r11,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v8|L6,1,1,0,1.0,0.105728
block_cont_r10,block_cont_r12,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v6|L6,1,1,0,1.0,0.056163
block_cont_r10,block_cont_r2,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v6|L5,1,1,0,1.0,0.046763
block_cont_r10,block_cont_r3,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v7|L5,1,1,0,0.0,0.041669
block_cont_r10,block_cont_r4,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v7|L6,1,1,1,0.0,0.029973
block_cont_r10,block_cont_r5,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v8|L6,1,1,0,1.0,0.080268
block_cont_r10,block_cont_r6,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v8|L7,1,1,0,1.0,0.056118
block_cont_r10,block_cont_r7,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v8|L7,1,1,0,1.0,0.044876
block_cont_r10,block_cont_r8,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v9|L7,1,1,0,2.0,0.055151
block_cont_r10,block_cont_r9,block_or_occupancy,block_or_occupancy,block_cont,block_cont,block_cont|v7|L6,block_cont|v9|L8,1,1,0,2.0,0.05786
block_cont_r10,block_nec_r1,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v6|L5,1,0,0,1.0,0.313569
block_cont_r10,block_nec_r10,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v7|L6,1,0,0,0.0,0.307735
block_cont_r10,block_nec_r11,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v8|L6,1,0,0,1.0,0.303869
block_cont_r10,block_nec_r12,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v6|L6,1,0,0,1.0,0.319836
block_cont_r10,block_nec_r2,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v6|L5,1,0,0,1.0,0.310441
block_cont_r10,block_nec_r3,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v7|L5,1,0,0,0.0,0.312723
block_cont_r10,block_nec_r4,block_or_occupancy,block_or_occupancy,block_cont,block_nec,block_cont|v7|L6,block_nec|v7|L6,1,0,0,0.0,0.313482
