cross_pair,d0_cross,d0_same,abs_diff
block_nec_r1__lead_opt_r9,0.065096,0.065087,9e-06
block_nec_r10__cross_clear_r1,0.093148,0.093121,2.7e-05
block_nec_r10__cross_clear_r10,0.241764,0.240868,0.000896
block_nec_r10__cross_clear_r11,0.151081,0.151097,1.6e-05
block_nec_r10__cross_clear_r12,0.154882,0.154413,0.000469
block_nec_r10__cross_clear_r2,0.092045,0.09164,0.000405
block_nec_r10__cross_clear_r3,0.077401,0.077208,0.000193
block_nec_r10__cross_clear_r4,0.097385,0.097393,8e-06
block_nec_r10__cross_clear_r5,0.157489,0.157467,2.2e-05
block_nec_r10__cross_clear_r6,0.154128,0.154259,0.000131
block_nec_r10__cross_clear_r7,0.110811,0.110548,0.000263
block_nec_r10__cross_clear_r8,0.108296,0.107962,0.000334
block_nec_r10__cross_clear_r9,0.245969,0.246019,5e-05
block_nec_r10__cross_stall_occ_r1,0.36494,0.364927,1.3e-05
block_nec_r10__cross_stall_occ_r10,0.343262,0.343288,2.6e-05
block_nec_r10__cross_stall_occ_r11,0.352595,0.352595,0.0
block_nec_r10__cross_stall_occ_r12,0.318248,0.318219,2.9e-05
block_nec_r10__cross_stall_occ_r2,0.378746,0.379002,0.000256
block_nec_r10__cross_stall_occ_r3,0.331757,0.331634,0.000123
block_nec_r10__cross_stall_occ_r4,0.312763,0.312723,4e-05
block_nec_r10__cross_stall_occ_r5,0.316198,0.316247,4.9e-05
block_nec_r10__cross_stall_occ_r6,0.32865,0.328813,0.000163
block_nec_r10__cross_stall_occ_r7,0.35312,0.353068,5.2e-05
block_nec_r10__cross_stall_occ_r8,0.375314,0.375294,2e-05
block_nec_r10__cross_stall_occ_r9,0.339498,0.339508,1e-05
block_nec_r10__cross_stall_r1,0.022251,0.022194,5.7e-05
block_nec_r10__cross_stall_r10,0.017615,0.01762,5e-06
block_nec_r10__cross_stall_r11,0.008861,0.008824,3.7e-05
block_nec_r10__cross_stall_r12,0.010903,0.0109,3e-06
block_nec_r10__cross_stall_r2,0.032298,0.031966,0.000332
block_nec_r10__cross_stall_r3,0.013164,0.013163,1e-06
block_nec_r10__cross_stall_r4,0.021316,0.021289,2.7e-05
block_nec_r10__cross_stall_r5,0.019168,0.01917,2e-06
block_nec_r10__cross_stall_r6,0.014849,0.014887,3.8e-05
block_nec_r10__cross_stall_r7,0.017959,0.01789,6.9e-05
block_nec_r10__cross_stall_r8,0.028629,0.028335,0.000294
block_nec_r10__cross_stall_r9,0.006026,0.005889,0.000137
block_nec_r10__lead_cont_r1,0.377683,0.37773,4.7e-05
block_nec_r10__lead_cont_r10,0.358193,0.358149,4.4e-05
block_nec_r10__lead_cont_r11,0.360094,0.360249,0.000155
block_nec_r10__lead_cont_r12,0.412021,0.412135,0.000114
block_nec_r10__lead_cont_r2,0.401746,0.402049,0.000303
block_nec_r10__lead_cont_r3,0.361932,0.36197,3.8e-05
block_nec_r10__lead_cont_r4,0.360105,0.360249,0.000144
block_nec_r10__lead_cont_r5,0.368087,0.36806,2.7e-05
block_nec_r10__lead_cont_r6,0.397579,0.397654,7.5e-05
block_nec_r10__lead_cont_r7,0.412194,0.412135,5.9e-05
block_nec_r10__lead_cont_r8,0.357648,0.357639,9e-06
block_nec_r10__lead_cont_r9,0.384573,0.384576,3e-06
block_nec_r10__lead_nec_r1,0.040156,0.040093,6.3e-05
block_nec_r10__lead_nec_r10,0.048342,0.048484,0.000142
block_nec_r10__lead_nec_r11,0.044553,0.044556,3e-06
block_nec_r10__lead_nec_r12,0.062021,0.062001,2e-05
block_nec_r10__lead_nec_r2,0.064224,0.064202,2.2e-05
block_nec_r10__lead_nec_r3,0.046399,0.046763,0.000364
block_nec_r10__lead_nec_r4,0.059664,0.059787,0.000123
block_nec_r10__lead_nec_r5,0.04451,0.0445,1e-05
block_nec_r10__lead_nec_r6,0.065553,0.065298,0.000255
block_nec_r10__lead_nec_r7,0.062194,0.0621,9.4e-05
block_nec_r10__lead_nec_r8,0.04775,0.048118,0.000368
block_nec_r10__lead_nec_r9,0.053099,0.053168,6.9e-05
block_nec_r10__lead_opt_r1,0.053327,0.053168,0.000159
block_nec_r10__lead_opt_r10,0.040033,0.040062,2.9e-05
block_nec_r10__lead_opt_r11,0.079716,0.079771,5.5e-05
block_nec_r10__lead_opt_r12,0.067688,0.067608,8e-05
block_nec_r10__lead_opt_r2,0.069822,0.069794,2.8e-05
block_nec_r10__lead_opt_r3,0.042851,0.042981,0.00013
block_nec_r10__lead_opt_r4,0.067555,0.067608,5.3e-05
block_nec_r10__lead_opt_r5,0.038054,0.038067,1.3e-05
block_nec_r10__lead_opt_r6,0.050122,0.050127,5e-06
block_nec_r10__lead_opt_r7,0.040071,0.040062,9e-06
block_nec_r10__lead_opt_r8,0.02847,0.028335,0.000135
block_nec_r10__lead_opt_r9,0.038157,0.038067,9e-05
block_nec_r11__cross_clear_r1,0.150933,0.151041,0.000108
block_nec_r11__cross_clear_r10,0.173672,0.173309,0.000363
block_nec_r11__cross_clear_r11,0.242713,0.242729,1.6e-05
block_nec_r11__cross_clear_r12,0.169025,0.169186,0.000161
block_nec_r11__cross_clear_r2,0.128723,0.128256,0.000467
block_nec_r11__cross_clear_r3,0.173874,0.173309,0.000565
block_nec_r11__cross_clear_r4,0.160529,0.160337,0.000192
block_nec_r11__cross_clear_r5,0.226061,0.225585,0.000476
block_nec_r11__cross_clear_r6,0.163257,0.163791,0.000534
block_nec_r11__cross_clear_r7,0.195201,0.194918,0.000283
block_nec_r11__cross_clear_r8,0.141045,0.140785,0.00026
block_nec_r11__cross_clear_r9,0.351048,0.351044,4e-06
block_nec_r11__cross_stall_occ_r1,0.337428,0.337467,3.9e-05
block_nec_r11__cross_stall_occ_r10,0.339383,0.339477,9.4e-05
block_nec_r11__cross_stall_occ_r11,0.321766,0.321766,0.0
block_nec_r11__cross_stall_occ_r12,0.310813,0.310869,5.6e-05
block_nec_r11__cross_stall_occ_r2,0.351234,0.35118,5.4e-05
block_nec_r11__cross_stall_occ_r3,0.327877,0.327803,7.4e-05
block_nec_r11__cross_stall_occ_r4,0.318374,0.318347,2.7e-05
block_nec_r11__cross_stall_occ_r5,0.308131,0.30813,1e-06
block_nec_r11__cross_stall_occ_r6,0.317931,0.317973,4.2e-05
block_nec_r11__cross_stall_occ_r7,0.325608,0.325618,1e-05
block_nec_r11__cross_stall_occ_r8,0.347802,0.347515,0.000287
block_nec_r11__cross_stall_occ_r9,0.311986,0.312022,3.6e-05
block_nec_r11__cross_stall_r1,0.128805,0.128256,0.000549
block_nec_r11__cross_stall_r10,0.124169,0.124202,3.3e-05
block_nec_r11__cross_stall_r11,0.097694,0.0975,0.000194
block_nec_r11__cross_stall_r12,0.117458,0.118495,0.001037
block_nec_r11__cross_stall_r2,0.138853,0.1388,5.3e-05
block_nec_r11__cross_stall_r3,0.114684,0.11465,3.4e-05
block_nec_r11__cross_stall_r4,0.12787,0.127515,0.000355
block_nec_r11__cross_stall_r5,0.088383,0.088389,6e-06
block_nec_r11__cross_stall_r6,0.121404,0.121398,6e-06
block_nec_r11__cross_stall_r7,0.124514,0.124202,0.000312
block_nec_r11__cross_stall_r8,0.135184,0.135406,0.000222
block_nec_r11__cross_stall_r9,0.11258,0.112675,9.5e-05
block_nec_r11__lead_cont_r1,0.35017,0.350173,3e-06
block_nec_r11__lead_cont_r10,0.346588,0.346622,3.4e-05
block_nec_r11__lead_cont_r11,0.356215,0.356102,0.000113
block_nec_r11__lead_cont_r12,0.384509,0.384576,6.7e-05
block_nec_r11__lead_cont_r2,0.374233,0.37414,9.3e-05
block_nec_r11__lead_cont_r3,0.358053,0.358068,1.5e-05
block_nec_r11__lead_cont_r4,0.362919,0.362924,5e-06
block_nec_r11__lead_cont_r5,0.357587,0.357546,4.1e-05
block_nec_r11__lead_cont_r6,0.384914,0.384711,0.000203
block_nec_r11__lead_cont_r7,0.384682,0.384711,2.9e-05
block_nec_r11__lead_cont_r8,0.346042,0.345942,0.0001
block_nec_r11__lead_cont_r9,0.372424,0.37231,0.000114
block_nec_r11__lead_nec_r1,0.14671,0.146819,0.000109
block_nec_r11__lead_nec_r10,0.154897,0.154413,0.000484
block_nec_r11__lead_nec_r11,0.151108,0.151097,1.1e-05
block_nec_r11__lead_nec_r12,0.168576,0.168547,2.9e-05
block_nec_r11__lead_nec_r2,0.170779,0.170458,0.000321
block_nec_r11__lead_nec_r3,0.152953,0.152996,4.3e-05
block_nec_r11__lead_nec_r4,0.166219,0.166277,5.8e-05
block_nec_r11__lead_nec_r5,0.151065,0.151041,2.4e-05
block_nec_r11__lead_nec_r6,0.172107,0.172372,0.000265
block_nec_r11__lead_nec_r7,0.168749,0.168547,0.000202
block_nec_r11__lead_nec_r8,0.154304,0.154259,4.5e-05
block_nec_r11__lead_nec_r9,0.159654,0.159615,3.9e-05
block_nec_r11__lead_opt_r1,0.159882,0.159762,0.00012
block_nec_r11__lead_opt_r10,0.146588,0.146557,3.1e-05
block_nec_r11__lead_opt_r11,0.18627,0.186433,0.000163
block_nec_r11__lead_opt_r12,0.174243,0.175041,0.000798
block_nec_r11__lead_opt_r2,0.176377,0.175721,0.000656
block_nec_r11__lead_opt_r3,0.149405,0.149704,0.000299
block_nec_r11__lead_opt_r4,0.17411,0.173309,0.000801
block_nec_r11__lead_opt_r5,0.144608,0.143978,0.00063
block_nec_r11__lead_opt_r6,0.156676,0.15661,6.6e-05
block_nec_r11__lead_opt_r7,0.146626,0.146557,6.9e-05
block_nec_r11__lead_opt_r8,0.135025,0.135406,0.000381
block_nec_r11__lead_opt_r9,0.144712,0.143978,0.000734
block_nec_r12__cross_clear_r1,0.081397,0.081488,9.1e-05
block_nec_r12__cross_clear_r10,0.252488,0.251182,0.001306
block_nec_r12__cross_clear_r11,0.143836,0.143756,8e-05
block_nec_r12__cross_clear_r12,0.148502,0.148383,0.000119
block_nec_r12__cross_clear_r2,0.079944,0.079892,5.2e-05
block_nec_r12__cross_clear_r3,0.0653,0.065298,2e-06
block_nec_r12__cross_clear_r4,0.085284,0.085051,0.000233
block_nec_r12__cross_clear_r5,0.155662,0.155659,3e-06
block_nec_r12__cross_clear_r6,0.160967,0.160812,0.000155
block_nec_r12__cross_clear_r7,0.09871,0.098523,0.000187
block_nec_r12__cross_clear_r8,0.096195,0.096332,0.000137
block_nec_r12__cross_clear_r9,0.233868,0.233733,0.000135
block_nec_r12__cross_stall_occ_r1,0.352839,0.352809,3e-05
block_nec_r12__cross_stall_occ_r10,0.331161,0.33117,9e-06
block_nec_r12__cross_stall_occ_r11,0.362822,0.362822,0.0
block_nec_r12__cross_stall_occ_r12,0.312122,0.312022,0.0001
block_nec_r12__cross_stall_occ_r2,0.366645,0.366843,0.000198
block_nec_r12__cross_stall_occ_r3,0.319814,0.319836,2.2e-05
block_nec_r12__cross_stall_occ_r4,0.300662,0.300688,2.6e-05
block_nec_r12__cross_stall_occ_r5,0.320631,0.320641,1e-05
block_nec_r12__cross_stall_occ_r6,0.319204,0.319175,2.9e-05
block_nec_r12__cross_stall_occ_r7,0.341019,0.341018,1e-06
block_nec_r12__cross_stall_occ_r8,0.363213,0.363132,8.1e-05
block_nec_r12__cross_stall_occ_r9,0.329831,0.329836,5e-06
block_nec_r12__cross_stall_r1,0.01015,0.010146,4e-06
block_nec_r12__cross_stall_r10,0.005519,0.005563,4.4e-05
block_nec_r12__cross_stall_r11,0.020962,0.020999,3.7e-05
block_nec_r12__cross_stall_r12,0.00498,0.004978,2e-06
block_nec_r12__cross_stall_r2,0.020197,0.020132,6.5e-05
block_nec_r12__cross_stall_r3,0.005299,0.00534,4.1e-05
block_nec_r12__cross_stall_r4,0.009215,0.009238,2.3e-05
block_nec_r12__cross_stall_r5,0.030273,0.030177,9.6e-05
block_nec_r12__cross_stall_r6,0.005404,0.005349,5.5e-05
block_nec_r12__cross_stall_r7,0.005858,0.005889,3.1e-05
block_nec_r12__cross_stall_r8,0.016528,0.016475,5.3e-05
block_nec_r12__cross_stall_r9,0.006075,0.006243,0.000168
block_nec_r12__lead_cont_r1,0.365582,0.365582,0.0
block_nec_r12__lead_cont_r10,0.346093,0.346189,9.6e-05
block_nec_r12__lead_cont_r11,0.347993,0.348197,0.000204
block_nec_r12__lead_cont_r12,0.39992,0.397989,0.001931
block_nec_r12__lead_cont_r2,0.389645,0.388913,0.000732
block_nec_r12__lead_cont_r3,0.349832,0.349829,3e-06
block_nec_r12__lead_cont_r4,0.348004,0.348197,0.000193
block_nec_r12__lead_cont_r5,0.355986,0.356102,0.000116
block_nec_r12__lead_cont_r6,0.385478,0.384711,0.000767
block_nec_r12__lead_cont_r7,0.400093,0.402049,0.001956
block_nec_r12__lead_cont_r8,0.345547,0.345368,0.000179
block_nec_r12__lead_cont_r9,0.372472,0.372615,0.000143
block_nec_r12__lead_nec_r1,0.028055,0.028153,9.8e-05
block_nec_r12__lead_nec_r10,0.036241,0.036174,6.7e-05
block_nec_r12__lead_nec_r11,0.032453,0.032792,0.000339
block_nec_r12__lead_nec_r12,0.04992,0.049808,0.000112
block_nec_r12__lead_nec_r2,0.052123,0.0521,2.3e-05
block_nec_r12__lead_nec_r3,0.034298,0.034322,2.4e-05
block_nec_r12__lead_nec_r4,0.047563,0.048118,0.000555
block_nec_r12__lead_nec_r5,0.032409,0.032792,0.000383
block_nec_r12__lead_nec_r6,0.053452,0.053682,0.00023
block_nec_r12__lead_nec_r7,0.050093,0.050088,5e-06
block_nec_r12__lead_nec_r8,0.035649,0.035602,4.7e-05
block_nec_r12__lead_nec_r9,0.040998,0.041159,0.000161
block_nec_r12__lead_opt_r1,0.041226,0.041159,6.7e-05
block_nec_r12__lead_opt_r10,0.027932,0.028153,0.000221
block_nec_r12__lead_opt_r11,0.067615,0.067608,7e-06
block_nec_r12__lead_opt_r12,0.055587,0.055858,0.000271
block_nec_r12__lead_opt_r2,0.057721,0.057719,2e-06
block_nec_r12__lead_opt_r3,0.03075,0.030836,8.6e-05
block_nec_r12__lead_opt_r4,0.055454,0.055264,0.00019
block_nec_r12__lead_opt_r5,0.025994,0.026068,7.4e-05
block_nec_r12__lead_opt_r6,0.038021,0.037982,3.9e-05
block_nec_r12__lead_opt_r7,0.029631,0.029634,3e-06
block_nec_r12__lead_opt_r8,0.020372,0.020424,5.2e-05
block_nec_r12__lead_opt_r9,0.026056,0.026068,1.2e-05
block_nec_r2__cross_clear_r1,0.094155,0.094653,0.000498
block_nec_r2__cross_clear_r10,0.241462,0.240868,0.000594
block_nec_r2__cross_clear_r11,0.153242,0.153275,3.3e-05
block_nec_r2__cross_clear_r12,0.155889,0.155659,0.00023
block_nec_r2__cross_clear_r2,0.093052,0.093121,6.9e-05
block_nec_r2__cross_clear_r3,0.078408,0.078333,7.5e-05
block_nec_r2__cross_clear_r4,0.098392,0.098523,0.000131
block_nec_r2__cross_clear_r5,0.159891,0.159762,0.000129
block_nec_r2__cross_clear_r6,0.156697,0.156771,7.4e-05
block_nec_r2__cross_clear_r7,0.111818,0.112448,0.00063
block_nec_r2__cross_clear_r8,0.109303,0.108675,0.000628
block_nec_r2__cross_clear_r9,0.246977,0.246811,0.000166
block_nec_r2__cross_stall_occ_r1,0.365947,0.365795,0.000152
block_nec_r2__cross_stall_occ_r10,0.344269,0.344256,1.3e-05
block_nec_r2__cross_stall_occ_r11,0.355162,0.355162,0.0
block_nec_r2__cross_stall_occ_r12,0.319255,0.319241,1.4e-05
block_nec_r2__cross_stall_occ_r2,0.379753,0.37969,6.3e-05
block_nec_r2__cross_stall_occ_r3,0.332764,0.332722,4.2e-05
block_nec_r2__cross_stall_occ_r4,0.313771,0.313744,2.7e-05
block_nec_r2__cross_stall_occ_r5,0.318544,0.318593,4.9e-05
block_nec_r2__cross_stall_occ_r6,0.329657,0.329653,4e-06
block_nec_r2__cross_stall_occ_r7,0.354127,0.354037,9e-05
block_nec_r2__cross_stall_occ_r8,0.376322,0.376583,0.000261
block_nec_r2__cross_stall_occ_r9,0.340505,0.340569,6.4e-05
block_nec_r2__cross_stall_r1,0.023258,0.023178,8e-05
block_nec_r2__cross_stall_r10,0.018622,0.018619,3e-06
block_nec_r2__cross_stall_r11,0.008883,0.008901,1.8e-05
block_nec_r2__cross_stall_r12,0.011911,0.011914,3e-06
block_nec_r2__cross_stall_r2,0.033305,0.033317,1.2e-05
block_nec_r2__cross_stall_r3,0.014171,0.014163,8e-06
block_nec_r2__cross_stall_r4,0.022323,0.02231,1.3e-05
block_nec_r2__cross_stall_r5,0.021361,0.021374,1.3e-05
block_nec_r2__cross_stall_r6,0.015857,0.015833,2.4e-05
block_nec_r2__cross_stall_r7,0.018967,0.018908,5.9e-05
block_nec_r2__cross_stall_r8,0.029637,0.029634,3e-06
block_nec_r2__cross_stall_r9,0.007033,0.007025,8e-06
block_nec_r2__lead_cont_r1,0.37869,0.378423,0.000267
block_nec_r2__lead_cont_r10,0.359201,0.359133,6.8e-05
block_nec_r2__lead_cont_r11,0.361102,0.361131,2.9e-05
block_nec_r2__lead_cont_r12,0.413028,0.412884,0.000144
block_nec_r2__lead_cont_r2,0.402753,0.402464,0.000289
block_nec_r2__lead_cont_r3,0.36294,0.362924,1.6e-05
block_nec_r2__lead_cont_r4,0.361112,0.361131,1.9e-05
block_nec_r2__lead_cont_r5,0.369094,0.369108,1.4e-05
block_nec_r2__lead_cont_r6,0.398586,0.397989,0.000597
block_nec_r2__lead_cont_r7,0.413201,0.413332,0.000131
block_nec_r2__lead_cont_r8,0.358655,0.358575,8e-05
block_nec_r2__lead_cont_r9,0.38558,0.384711,0.000869
block_nec_r2__lead_nec_r1,0.041163,0.041159,4e-06
block_nec_r2__lead_nec_r10,0.049349,0.049348,1e-06
block_nec_r2__lead_nec_r11,0.045561,0.045595,3.4e-05
block_nec_r2__lead_nec_r12,0.063028,0.062902,0.000126
block_nec_r2__lead_nec_r2,0.065232,0.065298,6.6e-05
block_nec_r2__lead_nec_r3,0.047406,0.046802,0.000604
block_nec_r2__lead_nec_r4,0.060671,0.060762,9.1e-05
block_nec_r2__lead_nec_r5,0.045518,0.045471,4.7e-05
block_nec_r2__lead_nec_r6,0.06656,0.066598,3.8e-05
block_nec_r2__lead_nec_r7,0.063201,0.063304,0.000103
block_nec_r2__lead_nec_r8,0.048757,0.048772,1.5e-05
block_nec_r2__lead_nec_r9,0.054106,0.054145,3.9e-05
block_nec_r2__lead_opt_r1,0.054334,0.054359,2.5e-05
block_nec_r2__lead_opt_r10,0.04104,0.041159,0.000119
block_nec_r2__lead_opt_r11,0.080723,0.080622,0.000101
block_nec_r2__lead_opt_r12,0.068695,0.068672,2.3e-05
block_nec_r2__lead_opt_r2,0.070829,0.070826,3e-06
block_nec_r2__lead_opt_r3,0.043858,0.043934,7.6e-05
block_nec_r2__lead_opt_r4,0.068562,0.068504,5.8e-05
block_nec_r2__lead_opt_r5,0.039061,0.039074,1.3e-05
block_nec_r2__lead_opt_r6,0.051129,0.051175,4.6e-05
block_nec_r2__lead_opt_r7,0.041078,0.041159,8.1e-05
block_nec_r2__lead_opt_r8,0.029512,0.029502,1e-05
block_nec_r2__lead_opt_r9,0.039164,0.039218,5.4e-05
block_nec_r3__cross_clear_r1,0.112001,0.112448,0.000447
block_nec_r3__cross_clear_r10,0.213135,0.213251,0.000116
block_nec_r3__cross_clear_r11,0.185152,0.186433,0.001281
block_nec_r3__cross_clear_r12,0.159886,0.159762,0.000124
block_nec_r3__cross_clear_r2,0.097705,0.0975,0.000205
block_nec_r3__cross_clear_r3,0.107133,0.10698,0.000153
block_nec_r3__cross_clear_r4,0.111329,0.110548,0.000781
block_nec_r3__cross_clear_r5,0.1823,0.18213,0.00017
block_nec_r3__cross_clear_r6,0.159116,0.159068,4.8e-05
block_nec_r3__cross_clear_r7,0.138882,0.1388,8.2e-05
block_nec_r3__cross_clear_r8,0.114663,0.11465,1.3e-05
block_nec_r3__cross_clear_r9,0.285044,0.284955,8.9e-05
block_nec_r3__cross_stall_occ_r1,0.369944,0.370182,0.000238
block_nec_r3__cross_stall_occ_r10,0.348267,0.348197,7e-05
block_nec_r3__cross_stall_occ_r11,0.354283,0.354283,0.0
block_nec_r3__cross_stall_occ_r12,0.323252,0.323187,6.5e-05
block_nec_r3__cross_stall_occ_r2,0.38375,0.383724,2.6e-05
block_nec_r3__cross_stall_occ_r3,0.336761,0.336705,5.6e-05
block_nec_r3__cross_stall_occ_r4,0.317768,0.317746,2.2e-05
block_nec_r3__cross_stall_occ_r5,0.320962,0.321051,8.9e-05
block_nec_r3__cross_stall_occ_r6,0.333654,0.333731,7.7e-05
block_nec_r3__cross_stall_occ_r7,0.358124,0.358149,2.5e-05
block_nec_r3__cross_stall_occ_r8,0.380319,0.380394,7.5e-05
block_nec_r3__cross_stall_occ_r9,0.344502,0.344492,1e-05
block_nec_r3__cross_stall_r1,0.061325,0.061414,8.9e-05
block_nec_r3__cross_stall_r10,0.056689,0.056582,0.000107
block_nec_r3__cross_stall_r11,0.030213,0.030177,3.6e-05
block_nec_r3__cross_stall_r12,0.049978,0.050088,0.00011
block_nec_r3__cross_stall_r2,0.071372,0.071376,4e-06
block_nec_r3__cross_stall_r3,0.047203,0.046802,0.000401
block_nec_r3__cross_stall_r4,0.06039,0.060376,1.4e-05
block_nec_r3__cross_stall_r5,0.023003,0.023002,1e-06
block_nec_r3__cross_stall_r6,0.053924,0.054001,7.7e-05
block_nec_r3__cross_stall_r7,0.057034,0.056998,3.6e-05
block_nec_r3__cross_stall_r8,0.067704,0.067608,9.6e-05
block_nec_r3__cross_stall_r9,0.0451,0.045103,3e-06
block_nec_r3__lead_cont_r1,0.382687,0.382509,0.000178
block_nec_r3__lead_cont_r10,0.363198,0.363132,6.6e-05
block_nec_r3__lead_cont_r11,0.365099,0.365059,4e-05
block_nec_r3__lead_cont_r12,0.417025,0.417143,0.000118
block_nec_r3__lead_cont_r2,0.40675,0.406798,4.8e-05
block_nec_r3__lead_cont_r3,0.366937,0.366912,2.5e-05
block_nec_r3__lead_cont_r4,0.365109,0.365059,5e-05
block_nec_r3__lead_cont_r5,0.373091,0.372972,0.000119
block_nec_r3__lead_cont_r6,0.402583,0.402464,0.000119
block_nec_r3__lead_cont_r7,0.417198,0.417143,5.5e-05
block_nec_r3__lead_cont_r8,0.362652,0.362641,1.1e-05
block_nec_r3__lead_cont_r9,0.389577,0.388913,0.000664
block_nec_r3__lead_nec_r1,0.07923,0.079323,9.3e-05
block_nec_r3__lead_nec_r10,0.087416,0.087382,3.4e-05
block_nec_r3__lead_nec_r11,0.083628,0.083608,2e-05
block_nec_r3__lead_nec_r12,0.101095,0.101055,4e-05
block_nec_r3__lead_nec_r2,0.103299,0.103294,5e-06
block_nec_r3__lead_nec_r3,0.085473,0.085702,0.000229
block_nec_r3__lead_nec_r4,0.098738,0.098523,0.000215
block_nec_r3__lead_nec_r5,0.083585,0.083607,2.2e-05
block_nec_r3__lead_nec_r6,0.104627,0.104786,0.000159
block_nec_r3__lead_nec_r7,0.101268,0.101055,0.000213
block_nec_r3__lead_nec_r8,0.086824,0.086819,5e-06
block_nec_r3__lead_nec_r9,0.092173,0.092505,0.000332
block_nec_r3__lead_opt_r1,0.092402,0.092505,0.000103
block_nec_r3__lead_opt_r10,0.079107,0.079014,9.3e-05
block_nec_r3__lead_opt_r11,0.11879,0.118656,0.000134
block_nec_r3__lead_opt_r12,0.106762,0.106555,0.000207
block_nec_r3__lead_opt_r2,0.108896,0.108675,0.000221
block_nec_r3__lead_opt_r3,0.081925,0.082,7.5e-05
block_nec_r3__lead_opt_r4,0.10663,0.106555,7.5e-05
block_nec_r3__lead_opt_r5,0.077128,0.077113,1.5e-05
block_nec_r3__lead_opt_r6,0.089196,0.089085,0.000111
block_nec_r3__lead_opt_r7,0.079145,0.079014,0.000131
block_nec_r3__lead_opt_r8,0.067545,0.067608,6.3e-05
block_nec_r3__lead_opt_r9,0.077231,0.077208,2.3e-05
block_nec_r4__cross_clear_r1,0.100173,0.100152,2.1e-05
block_nec_r4__cross_clear_r10,0.235091,0.235066,2.5e-05
block_nec_r4__cross_clear_r11,0.157109,0.157323,0.000214
block_nec_r4__cross_clear_r12,0.160645,0.160812,0.000167
block_nec_r4__cross_clear_r2,0.097808,0.0975,0.000308
block_nec_r4__cross_clear_r3,0.084371,0.08433,4.1e-05
block_nec_r4__cross_clear_r4,0.103456,0.103413,4.3e-05
block_nec_r4__cross_clear_r5,0.160576,0.160812,0.000236
block_nec_r4__cross_clear_r6,0.159875,0.159762,0.000113
block_nec_r4__cross_clear_r7,0.118044,0.118495,0.000451
block_nec_r4__cross_clear_r8,0.114059,0.114321,0.000262
block_nec_r4__cross_clear_r9,0.254001,0.253946,5.5e-05
block_nec_r4__cross_stall_occ_r1,0.370703,0.370395,0.000308
block_nec_r4__cross_stall_occ_r10,0.349025,0.348888,0.000137
block_nec_r4__cross_stall_occ_r11,0.355097,0.355097,0.0
block_nec_r4__cross_stall_occ_r12,0.324011,0.324065,5.4e-05
block_nec_r4__cross_stall_occ_r2,0.384509,0.384576,6.7e-05
block_nec_r4__cross_stall_occ_r3,0.33752,0.337527,7e-06
block_nec_r4__cross_stall_occ_r4,0.318527,0.318593,6.6e-05
block_nec_r4__cross_stall_occ_r5,0.321721,0.321766,4.5e-05
block_nec_r4__cross_stall_occ_r6,0.334413,0.334523,0.00011
block_nec_r4__cross_stall_occ_r7,0.358883,0.358895,1.2e-05
block_nec_r4__cross_stall_occ_r8,0.381078,0.381362,0.000284
block_nec_r4__cross_stall_occ_r9,0.345261,0.345368,0.000107
block_nec_r4__cross_stall_r1,0.030282,0.030177,0.000105
block_nec_r4__cross_stall_r10,0.025646,0.025626,2e-05
block_nec_r4__cross_stall_r11,0.003178,0.003192,1.4e-05
block_nec_r4__cross_stall_r12,0.018935,0.018908,2.7e-05
block_nec_r4__cross_stall_r2,0.040329,0.040308,2.1e-05
block_nec_r4__cross_stall_r3,0.018927,0.018908,1.9e-05
block_nec_r4__cross_stall_r4,0.029347,0.029352,5e-06
block_nec_r4__cross_stall_r5,0.019915,0.019938,2.3e-05
block_nec_r4__cross_stall_r6,0.022881,0.023002,0.000121
block_nec_r4__cross_stall_r7,0.025991,0.026068,7.7e-05
block_nec_r4__cross_stall_r8,0.036661,0.036692,3.1e-05
block_nec_r4__cross_stall_r9,0.014057,0.014122,6.5e-05
block_nec_r4__lead_cont_r1,0.383446,0.383551,0.000105
block_nec_r4__lead_cont_r10,0.363957,0.363897,6e-05
block_nec_r4__lead_cont_r11,0.365858,0.365795,6.3e-05
block_nec_r4__lead_cont_r12,0.417784,0.417997,0.000213
block_nec_r4__lead_cont_r2,0.407509,0.407802,0.000293
block_nec_r4__lead_cont_r3,0.367696,0.367695,1e-06
block_nec_r4__lead_cont_r4,0.365868,0.365795,7.3e-05
block_nec_r4__lead_cont_r5,0.37385,0.373864,1.4e-05
block_nec_r4__lead_cont_r6,0.403342,0.403087,0.000255
block_nec_r4__lead_cont_r7,0.417957,0.417997,4e-05
block_nec_r4__lead_cont_r8,0.363411,0.363392,1.9e-05
block_nec_r4__lead_cont_r9,0.390336,0.391344,0.001008
block_nec_r4__lead_nec_r1,0.048187,0.048118,6.9e-05
block_nec_r4__lead_nec_r10,0.056373,0.056582,0.000209
block_nec_r4__lead_nec_r11,0.052585,0.052438,0.000147
block_nec_r4__lead_nec_r12,0.070052,0.069945,0.000107
block_nec_r4__lead_nec_r2,0.072256,0.072168,8.8e-05
block_nec_r4__lead_nec_r3,0.05443,0.054414,1.6e-05
block_nec_r4__lead_nec_r4,0.067695,0.067608,8.7e-05
block_nec_r4__lead_nec_r5,0.052542,0.052438,0.000104
block_nec_r4__lead_nec_r6,0.073584,0.073579,5e-06
block_nec_r4__lead_nec_r7,0.070225,0.069945,0.00028
