cross_pair,d0_cross,d0_same,abs_diff
cross_stall_occ_r9__lead_nec_r7,0.377411,0.37773,0.000319
cross_stall_occ_r9__lead_nec_r8,0.362966,0.362924,4.2e-05
cross_stall_occ_r9__lead_nec_r9,0.368316,0.368336,2e-05
cross_stall_occ_r9__lead_opt_r1,0.368544,0.368681,0.000137
cross_stall_occ_r9__lead_opt_r10,0.35525,0.355166,8.4e-05
cross_stall_occ_r9__lead_opt_r11,0.394932,0.395117,0.000185
cross_stall_occ_r9__lead_opt_r12,0.382904,0.38302,0.000116
cross_stall_occ_r9__lead_opt_r2,0.385038,0.384711,0.000327
cross_stall_occ_r9__lead_opt_r3,0.358067,0.358068,1e-06
cross_stall_occ_r9__lead_opt_r4,0.382772,0.38302,0.000248
cross_stall_occ_r9__lead_opt_r5,0.35327,0.353285,1.5e-05
cross_stall_occ_r9__lead_opt_r6,0.365338,0.365571,0.000233
cross_stall_occ_r9__lead_opt_r7,0.356588,0.356495,9.3e-05
cross_stall_occ_r9__lead_opt_r8,0.346496,0.346466,3e-05
cross_stall_occ_r9__lead_opt_r9,0.353373,0.353359,1.4e-05
cross_stall_occ_r9__temp_opt_r1,0.40358,0.403661,8.1e-05
cross_stall_occ_r9__temp_opt_r10,0.411548,0.412135,0.000587
cross_stall_occ_r9__temp_opt_r11,0.402598,0.402464,0.000134
cross_stall_occ_r9__temp_opt_r12,0.359091,0.359095,4e-06
cross_stall_occ_r9__temp_opt_r2,0.398825,0.397989,0.000836
cross_stall_occ_r9__temp_opt_r3,0.378697,0.378423,0.000274
cross_stall_occ_r9__temp_opt_r4,0.391988,0.392251,0.000263
cross_stall_occ_r9__temp_opt_r5,0.369473,0.369377,9.6e-05
cross_stall_occ_r9__temp_opt_r6,0.368899,0.369108,0.000209
cross_stall_occ_r9__temp_opt_r7,0.373738,0.373799,6.1e-05
cross_stall_occ_r9__temp_opt_r8,0.347236,0.347301,6.5e-05
cross_stall_occ_r9__temp_opt_r9,0.334052,0.334008,4.4e-05
cross_stall_r1__lead_cont_r1,0.355432,0.355417,1.5e-05
cross_stall_r1__lead_cont_r10,0.335943,0.336039,9.6e-05
cross_stall_r1__lead_cont_r11,0.337844,0.337852,8e-06
cross_stall_r1__lead_cont_r12,0.38977,0.388913,0.000857
cross_stall_r1__lead_cont_r2,0.379495,0.379351,0.000144
cross_stall_r1__lead_cont_r3,0.339682,0.339508,0.000174
cross_stall_r1__lead_cont_r4,0.337854,0.337852,2e-06
cross_stall_r1__lead_cont_r5,0.345836,0.345767,6.9e-05
cross_stall_r1__lead_cont_r6,0.375328,0.375294,3.4e-05
cross_stall_r1__lead_cont_r7,0.389943,0.388913,0.00103
cross_stall_r1__lead_cont_r8,0.335397,0.335385,1.2e-05
cross_stall_r1__lead_cont_r9,0.362322,0.362265,5.7e-05
cross_stall_r1__lead_nec_r1,0.017905,0.01789,1.5e-05
cross_stall_r1__lead_nec_r10,0.026091,0.026068,2.3e-05
cross_stall_r1__lead_nec_r11,0.022303,0.02231,7e-06
cross_stall_r1__lead_nec_r12,0.03977,0.039682,8.8e-05
cross_stall_r1__lead_nec_r2,0.041974,0.042067,9.3e-05
cross_stall_r1__lead_nec_r3,0.024148,0.02414,8e-06
cross_stall_r1__lead_nec_r4,0.037413,0.03749,7.7e-05
cross_stall_r1__lead_nec_r5,0.02226,0.02231,5e-05
cross_stall_r1__lead_nec_r6,0.043302,0.043272,3e-05
cross_stall_r1__lead_nec_r7,0.039943,0.039902,4.1e-05
cross_stall_r1__lead_nec_r8,0.025499,0.025482,1.7e-05
cross_stall_r1__lead_nec_r9,0.030848,0.030836,1.2e-05
cross_stall_r1__lead_opt_r1,0.031077,0.031043,3.4e-05
cross_stall_r1__lead_opt_r10,0.018018,0.01789,0.000128
cross_stall_r1__lead_opt_r11,0.057465,0.057454,1.1e-05
cross_stall_r1__lead_opt_r12,0.045437,0.045471,3.4e-05
cross_stall_r1__lead_opt_r2,0.047571,0.048118,0.000547
cross_stall_r1__lead_opt_r3,0.0206,0.0205,0.0001
cross_stall_r1__lead_opt_r4,0.045305,0.045183,0.000122
cross_stall_r1__lead_opt_r5,0.017757,0.017726,3.1e-05
cross_stall_r1__lead_opt_r6,0.027871,0.027655,0.000216
cross_stall_r1__lead_opt_r7,0.023138,0.023134,4e-06
cross_stall_r1__lead_opt_r8,0.017007,0.017037,3e-05
cross_stall_r1__lead_opt_r9,0.016383,0.016475,9.2e-05
cross_stall_r1__temp_opt_r1,0.066113,0.066101,1.2e-05
cross_stall_r1__temp_opt_r10,0.074081,0.074086,5e-06
cross_stall_r1__temp_opt_r11,0.065131,0.065087,4.4e-05
cross_stall_r1__temp_opt_r12,0.034476,0.034512,3.6e-05
cross_stall_r1__temp_opt_r2,0.061358,0.061414,5.6e-05
cross_stall_r1__temp_opt_r3,0.041229,0.041159,7e-05
cross_stall_r1__temp_opt_r4,0.055878,0.055858,2e-05
cross_stall_r1__temp_opt_r5,0.03252,0.032792,0.000272
cross_stall_r1__temp_opt_r6,0.031432,0.031374,5.8e-05
cross_stall_r1__temp_opt_r7,0.069006,0.069051,4.5e-05
cross_stall_r1__temp_opt_r8,0.023418,0.023423,5e-06
cross_stall_r1__temp_opt_r9,0.008023,0.007984,3.9e-05
cross_stall_r10__lead_cont_r1,0.360068,0.360249,0.000181
cross_stall_r10__lead_cont_r10,0.340579,0.340569,1e-05
cross_stall_r10__lead_cont_r11,0.34248,0.342412,6.8e-05
cross_stall_r10__lead_cont_r12,0.394406,0.394652,0.000246
cross_stall_r10__lead_cont_r2,0.384131,0.384165,3.4e-05
cross_stall_r10__lead_cont_r3,0.344318,0.344256,6.2e-05
cross_stall_r10__lead_cont_r4,0.34249,0.342412,7.8e-05
cross_stall_r10__lead_cont_r5,0.350472,0.350413,5.9e-05
cross_stall_r10__lead_cont_r6,0.379964,0.380049,8.5e-05
cross_stall_r10__lead_cont_r7,0.394579,0.394652,7.3e-05
cross_stall_r10__lead_cont_r8,0.340033,0.340062,2.9e-05
cross_stall_r10__lead_cont_r9,0.366958,0.366912,4.6e-05
cross_stall_r10__lead_nec_r1,0.022541,0.022516,2.5e-05
cross_stall_r10__lead_nec_r10,0.030727,0.030836,0.000109
cross_stall_r10__lead_nec_r11,0.026939,0.026939,0.0
cross_stall_r10__lead_nec_r12,0.044406,0.044447,4.1e-05
cross_stall_r10__lead_nec_r2,0.04661,0.046763,0.000153
cross_stall_r10__lead_nec_r3,0.028784,0.029076,0.000292
cross_stall_r10__lead_nec_r4,0.042049,0.042067,1.8e-05
cross_stall_r10__lead_nec_r5,0.026896,0.026929,3.3e-05
cross_stall_r10__lead_nec_r6,0.047938,0.048118,0.00018
cross_stall_r10__lead_nec_r7,0.044579,0.044578,1e-06
cross_stall_r10__lead_nec_r8,0.030135,0.030177,4.2e-05
cross_stall_r10__lead_nec_r9,0.035484,0.035505,2.1e-05
cross_stall_r10__lead_opt_r1,0.035713,0.035754,4.1e-05
cross_stall_r10__lead_opt_r10,0.022418,0.022516,9.8e-05
cross_stall_r10__lead_opt_r11,0.062101,0.0621,1e-06
cross_stall_r10__lead_opt_r12,0.050073,0.050088,1.5e-05
cross_stall_r10__lead_opt_r2,0.052207,0.052169,3.8e-05
cross_stall_r10__lead_opt_r3,0.025236,0.025268,3.2e-05
cross_stall_r10__lead_opt_r4,0.049941,0.049808,0.000133
cross_stall_r10__lead_opt_r5,0.020863,0.020895,3.2e-05
cross_stall_r10__lead_opt_r6,0.032507,0.032792,0.000285
cross_stall_r10__lead_opt_r7,0.025012,0.025067,5.5e-05
cross_stall_r10__lead_opt_r8,0.016566,0.016475,9.1e-05
cross_stall_r10__lead_opt_r9,0.020542,0.0205,4.2e-05
cross_stall_r10__temp_opt_r1,0.070749,0.070826,7.7e-05
cross_stall_r10__temp_opt_r10,0.078717,0.078729,1.2e-05
cross_stall_r10__temp_opt_r11,0.069767,0.069794,2.7e-05
cross_stall_r10__temp_opt_r12,0.034121,0.034107,1.4e-05
cross_stall_r10__temp_opt_r2,0.065994,0.065996,2e-06
cross_stall_r10__temp_opt_r3,0.045865,0.045972,0.000107
cross_stall_r10__temp_opt_r4,0.060016,0.059787,0.000229
cross_stall_r10__temp_opt_r5,0.036642,0.03661,3.2e-05
cross_stall_r10__temp_opt_r6,0.036067,0.036054,1.3e-05
cross_stall_r10__temp_opt_r7,0.07248,0.07267,0.00019
cross_stall_r10__temp_opt_r8,0.020914,0.020899,1.5e-05
cross_stall_r10__temp_opt_r9,0.00469,0.004674,1.6e-05
cross_stall_r11__lead_cont_r1,0.383138,0.38302,0.000118
cross_stall_r11__lead_cont_r10,0.363649,0.363679,3e-05
cross_stall_r11__lead_cont_r11,0.36555,0.365571,2.1e-05
cross_stall_r11__lead_cont_r12,0.417476,0.417536,6e-05
cross_stall_r11__lead_cont_r2,0.407201,0.407212,1.1e-05
cross_stall_r11__lead_cont_r3,0.367388,0.367468,8e-05
cross_stall_r11__lead_cont_r4,0.36556,0.365571,1.1e-05
cross_stall_r11__lead_cont_r5,0.373542,0.373598,5.6e-05
cross_stall_r11__lead_cont_r6,0.403034,0.403087,5.3e-05
cross_stall_r11__lead_cont_r7,0.417649,0.417536,0.000113
cross_stall_r11__lead_cont_r8,0.363103,0.363132,2.9e-05
cross_stall_r11__lead_cont_r9,0.390028,0.388913,0.001115
cross_stall_r11__lead_nec_r1,0.049017,0.049196,0.000179
cross_stall_r11__lead_nec_r10,0.057203,0.057383,0.00018
cross_stall_r11__lead_nec_r11,0.053414,0.053168,0.000246
cross_stall_r11__lead_nec_r12,0.070882,0.070856,2.6e-05
cross_stall_r11__lead_nec_r2,0.073085,0.073182,9.7e-05
cross_stall_r11__lead_nec_r3,0.05526,0.055264,4e-06
cross_stall_r11__lead_nec_r4,0.068525,0.068504,2.1e-05
cross_stall_r11__lead_nec_r5,0.053371,0.053168,0.000203
cross_stall_r11__lead_nec_r6,0.074414,0.07443,1.6e-05
cross_stall_r11__lead_nec_r7,0.071055,0.071067,1.2e-05
cross_stall_r11__lead_nec_r8,0.056611,0.056582,2.9e-05
cross_stall_r11__lead_nec_r9,0.06196,0.062001,4.1e-05
cross_stall_r11__lead_opt_r1,0.062188,0.0621,8.8e-05
cross_stall_r11__lead_opt_r10,0.048894,0.048772,0.000122
cross_stall_r11__lead_opt_r11,0.088577,0.0886,2.3e-05
cross_stall_r11__lead_opt_r12,0.076549,0.076512,3.7e-05
cross_stall_r11__lead_opt_r2,0.078683,0.078675,8e-06
cross_stall_r11__lead_opt_r3,0.051712,0.051771,5.9e-05
cross_stall_r11__lead_opt_r4,0.076416,0.076512,9.6e-05
cross_stall_r11__lead_opt_r5,0.046915,0.046802,0.000113
cross_stall_r11__lead_opt_r6,0.058982,0.058864,0.000118
cross_stall_r11__lead_opt_r7,0.048932,0.048772,0.00016
cross_stall_r11__lead_opt_r8,0.037331,0.03749,0.000159
cross_stall_r11__lead_opt_r9,0.047018,0.046802,0.000216
cross_stall_r11__temp_opt_r1,0.097225,0.097339,0.000114
cross_stall_r11__temp_opt_r10,0.105193,0.105547,0.000354
cross_stall_r11__temp_opt_r11,0.096242,0.096332,9e-05
cross_stall_r11__temp_opt_r12,0.038459,0.038458,1e-06
cross_stall_r11__temp_opt_r2,0.092469,0.092505,3.6e-05
cross_stall_r11__temp_opt_r3,0.072341,0.072168,0.000173
cross_stall_r11__temp_opt_r4,0.084437,0.08433,0.000107
cross_stall_r11__temp_opt_r5,0.063118,0.063304,0.000186
cross_stall_r11__temp_opt_r6,0.062543,0.062548,5e-06
cross_stall_r11__temp_opt_r7,0.090816,0.090856,4e-05
cross_stall_r11__temp_opt_r8,0.026369,0.026301,6.8e-05
cross_stall_r11__temp_opt_r9,0.027516,0.027522,6e-06
cross_stall_r12__lead_cont_r1,0.366779,0.366843,6.4e-05
cross_stall_r12__lead_cont_r10,0.34729,0.347301,1.1e-05
cross_stall_r12__lead_cont_r11,0.349191,0.349237,4.6e-05
cross_stall_r12__lead_cont_r12,0.401117,0.402049,0.000932
cross_stall_r12__lead_cont_r2,0.390842,0.391344,0.000502
cross_stall_r12__lead_cont_r3,0.351029,0.351044,1.5e-05
cross_stall_r12__lead_cont_r4,0.349201,0.349237,3.6e-05
cross_stall_r12__lead_cont_r5,0.357183,0.357192,9e-06
cross_stall_r12__lead_cont_r6,0.386675,0.388017,0.001342
cross_stall_r12__lead_cont_r7,0.401291,0.402049,0.000758
cross_stall_r12__lead_cont_r8,0.346744,0.346748,4e-06
cross_stall_r12__lead_cont_r9,0.373669,0.373598,7.1e-05
cross_stall_r12__lead_nec_r1,0.029252,0.029352,0.0001
cross_stall_r12__lead_nec_r10,0.037438,0.03749,5.2e-05
cross_stall_r12__lead_nec_r11,0.03365,0.033724,7.4e-05
cross_stall_r12__lead_nec_r12,0.051117,0.051175,5.8e-05
cross_stall_r12__lead_nec_r2,0.053321,0.053168,0.000153
cross_stall_r12__lead_nec_r3,0.035495,0.035505,1e-05
cross_stall_r12__lead_nec_r4,0.048761,0.048772,1.1e-05
cross_stall_r12__lead_nec_r5,0.033607,0.033551,5.6e-05
cross_stall_r12__lead_nec_r6,0.054649,0.054664,1.5e-05
cross_stall_r12__lead_nec_r7,0.051291,0.051245,4.6e-05
cross_stall_r12__lead_nec_r8,0.036846,0.036865,1.9e-05
cross_stall_r12__lead_nec_r9,0.042196,0.042156,4e-05
cross_stall_r12__lead_opt_r1,0.042424,0.042574,0.00015
cross_stall_r12__lead_opt_r10,0.02913,0.029076,5.4e-05
cross_stall_r12__lead_opt_r11,0.068812,0.068826,1.4e-05
cross_stall_r12__lead_opt_r12,0.056784,0.056806,2.2e-05
cross_stall_r12__lead_opt_r2,0.058918,0.058864,5.4e-05
cross_stall_r12__lead_opt_r3,0.031947,0.031966,1.9e-05
cross_stall_r12__lead_opt_r4,0.056652,0.056582,7e-05
cross_stall_r12__lead_opt_r5,0.02715,0.026971,0.000179
cross_stall_r12__lead_opt_r6,0.039218,0.039218,0.0
cross_stall_r12__lead_opt_r7,0.029997,0.029926,7.1e-05
cross_stall_r12__lead_opt_r8,0.019049,0.019154,0.000105
cross_stall_r12__lead_opt_r9,0.027253,0.027396,0.000143
cross_stall_r12__temp_opt_r1,0.07746,0.077598,0.000138
cross_stall_r12__temp_opt_r10,0.085428,0.085702,0.000274
cross_stall_r12__temp_opt_r11,0.076478,0.076512,3.4e-05
cross_stall_r12__temp_opt_r12,0.034646,0.034682,3.6e-05
cross_stall_r12__temp_opt_r2,0.072705,0.07267,3.5e-05
cross_stall_r12__temp_opt_r3,0.052577,0.052438,0.000139
cross_stall_r12__temp_opt_r4,0.065636,0.065298,0.000338
cross_stall_r12__temp_opt_r5,0.043353,0.043272,8.1e-05
cross_stall_r12__temp_opt_r6,0.042779,0.042649,0.00013
cross_stall_r12__temp_opt_r7,0.077674,0.077676,2e-06
cross_stall_r12__temp_opt_r8,0.018409,0.018298,0.000111
cross_stall_r12__temp_opt_r9,0.007752,0.007749,3e-06
cross_stall_r2__lead_cont_r1,0.345384,0.345368,1.6e-05
cross_stall_r2__lead_cont_r10,0.325918,0.325952,3.4e-05
cross_stall_r2__lead_cont_r11,0.327796,0.32779,6e-06
cross_stall_r2__lead_cont_r12,0.379723,0.37969,3.3e-05
cross_stall_r2__lead_cont_r2,0.369447,0.369377,7e-05
cross_stall_r2__lead_cont_r3,0.329634,0.329653,1.9e-05
cross_stall_r2__lead_cont_r4,0.327807,0.327803,4e-06
cross_stall_r2__lead_cont_r5,0.335789,0.335701,8.8e-05
cross_stall_r2__lead_cont_r6,0.365281,0.365059,0.000222
cross_stall_r2__lead_cont_r7,0.379896,0.380049,0.000153
cross_stall_r2__lead_cont_r8,0.325372,0.325401,2.9e-05
cross_stall_r2__lead_cont_r9,0.352275,0.352595,0.00032
cross_stall_r2__lead_nec_r1,0.007857,0.00781,4.7e-05
cross_stall_r2__lead_nec_r10,0.016066,0.016225,0.000159
cross_stall_r2__lead_nec_r11,0.012255,0.012227,2.8e-05
cross_stall_r2__lead_nec_r12,0.029723,0.029751,2.8e-05
cross_stall_r2__lead_nec_r2,0.031926,0.031966,4e-05
cross_stall_r2__lead_nec_r3,0.014101,0.014122,2.1e-05
cross_stall_r2__lead_nec_r4,0.027366,0.027396,3e-05
cross_stall_r2__lead_nec_r5,0.012212,0.012227,1.5e-05
cross_stall_r2__lead_nec_r6,0.033255,0.033218,3.7e-05
cross_stall_r2__lead_nec_r7,0.029896,0.029926,3e-05
cross_stall_r2__lead_nec_r8,0.015474,0.015491,1.7e-05
cross_stall_r2__lead_nec_r9,0.020801,0.020756,4.5e-05
cross_stall_r2__lead_opt_r1,0.021029,0.021043,1.4e-05
cross_stall_r2__lead_opt_r10,0.012606,0.012669,6.3e-05
cross_stall_r2__lead_opt_r11,0.047417,0.046802,0.000615
cross_stall_r2__lead_opt_r12,0.03539,0.035304,8.6e-05
cross_stall_r2__lead_opt_r2,0.037524,0.03749,3.4e-05
cross_stall_r2__lead_opt_r3,0.012309,0.012327,1.8e-05
cross_stall_r2__lead_opt_r4,0.035257,0.035304,4.7e-05
cross_stall_r2__lead_opt_r5,0.013681,0.013679,2e-06
cross_stall_r2__lead_opt_r6,0.018893,0.018908,1.5e-05
cross_stall_r2__lead_opt_r7,0.018972,0.018908,6.4e-05
cross_stall_r2__lead_opt_r8,0.016376,0.016475,9.9e-05
cross_stall_r2__lead_opt_r9,0.010755,0.010763,8e-06
cross_stall_r2__temp_opt_r1,0.056066,0.056086,2e-05
cross_stall_r2__temp_opt_r10,0.064033,0.0641,6.7e-05
cross_stall_r2__temp_opt_r11,0.055083,0.055151,6.8e-05
cross_stall_r2__temp_opt_r12,0.033724,0.033724,0.0
cross_stall_r2__temp_opt_r2,0.05131,0.051245,6.5e-05
cross_stall_r2__temp_opt_r3,0.031182,0.031177,5e-06
cross_stall_r2__temp_opt_r4,0.047456,0.046802,0.000654
cross_stall_r2__temp_opt_r5,0.027916,0.028153,0.000237
cross_stall_r2__temp_opt_r6,0.021475,0.02148,5e-06
cross_stall_r2__temp_opt_r7,0.061364,0.061414,5e-05
cross_stall_r2__temp_opt_r8,0.026685,0.026687,2e-06
cross_stall_r2__temp_opt_r9,0.01449,0.014444,4.6e-05
cross_stall_r3__lead_cont_r1,0.364518,0.364444,7.4e-05
cross_stall_r3__lead_cont_r10,0.345029,0.34503,1e-06
cross_stall_r3__lead_cont_r11,0.34693,0.346981,5.1e-05
cross_stall_r3__lead_cont_r12,0.398857,0.397989,0.000868
cross_stall_r3__lead_cont_r2,0.388582,0.388673,9.1e-05
cross_stall_r3__lead_cont_r3,0.348768,0.348718,5e-05
cross_stall_r3__lead_cont_r4,0.346941,0.346981,4e-05
cross_stall_r3__lead_cont_r5,0.354923,0.354855,6.8e-05
cross_stall_r3__lead_cont_r6,0.384415,0.38434,7.5e-05
cross_stall_r3__lead_cont_r7,0.39903,0.397989,0.001041
cross_stall_r3__lead_cont_r8,0.344484,0.34448,4e-06
cross_stall_r3__lead_cont_r9,0.371409,0.371215,0.000194
cross_stall_r3__lead_nec_r1,0.032027,0.031966,6.1e-05
cross_stall_r3__lead_nec_r10,0.040213,0.040308,9.5e-05
cross_stall_r3__lead_nec_r11,0.036424,0.03661,0.000186
cross_stall_r3__lead_nec_r12,0.053892,0.053828,6.4e-05
cross_stall_r3__lead_nec_r2,0.056095,0.056086,9e-06
cross_stall_r3__lead_nec_r3,0.03827,0.038253,1.7e-05
cross_stall_r3__lead_nec_r4,0.051535,0.051443,9.2e-05
cross_stall_r3__lead_nec_r5,0.036381,0.036174,0.000207
cross_stall_r3__lead_nec_r6,0.057424,0.057444,2e-05
cross_stall_r3__lead_nec_r7,0.054065,0.054011,5.4e-05
cross_stall_r3__lead_nec_r8,0.039621,0.039643,2.2e-05
cross_stall_r3__lead_nec_r9,0.04497,0.044878,9.2e-05
cross_stall_r3__lead_opt_r1,0.045198,0.045183,1.5e-05
cross_stall_r3__lead_opt_r10,0.031904,0.031966,6.2e-05
cross_stall_r3__lead_opt_r11,0.071587,0.071528,5.9e-05
cross_stall_r3__lead_opt_r12,0.059559,0.059442,0.000117
cross_stall_r3__lead_opt_r2,0.061693,0.061713,2e-05
cross_stall_r3__lead_opt_r3,0.034722,0.034682,4e-05
cross_stall_r3__lead_opt_r4,0.059426,0.059442,1.6e-05
cross_stall_r3__lead_opt_r5,0.029925,0.029926,1e-06
cross_stall_r3__lead_opt_r6,0.041993,0.042067,7.4e-05
cross_stall_r3__lead_opt_r7,0.03291,0.032956,4.6e-05
cross_stall_r3__lead_opt_r8,0.022404,0.02231,9.4e-05
cross_stall_r3__lead_opt_r9,0.030028,0.029926,0.000102
cross_stall_r3__temp_opt_r1,0.080235,0.080268,3.3e-05
cross_stall_r3__temp_opt_r10,0.088202,0.088155,4.7e-05
cross_stall_r3__temp_opt_r11,0.079253,0.079323,7e-05
cross_stall_r3__temp_opt_r12,0.034407,0.034338,6.9e-05
cross_stall_r3__temp_opt_r2,0.075479,0.075576,9.7e-05
cross_stall_r3__temp_opt_r3,0.055351,0.055264,8.7e-05
cross_stall_r3__temp_opt_r4,0.068437,0.068504,6.7e-05
cross_stall_r3__temp_opt_r5,0.046128,0.046006,0.000122
cross_stall_r3__temp_opt_r6,0.045553,0.045595,4.2e-05
cross_stall_r3__temp_opt_r7,0.075527,0.075576,4.9e-05
cross_stall_r3__temp_opt_r8,0.022138,0.022137,1e-06
cross_stall_r3__temp_opt_r9,0.010526,0.010477,4.9e-05
cross_stall_r4__lead_cont_r1,0.356367,0.356495,0.000128
cross_stall_r4__lead_cont_r10,0.336878,0.336883,5e-06
cross_stall_r4__lead_cont_r11,0.338779,0.338743,3.6e-05
cross_stall_r4__lead_cont_r12,0.390705,0.391344,0.000639
cross_stall_r4__lead_cont_r2,0.38043,0.380394,3.6e-05
cross_stall_r4__lead_cont_r3,0.340617,0.340635,1.8e-05
cross_stall_r4__lead_cont_r4,0.338789,0.338743,4.6e-05
cross_stall_r4__lead_cont_r5,0.346771,0.346765,6e-06
cross_stall_r4__lead_cont_r6,0.376263,0.375955,0.000308
cross_stall_r4__lead_cont_r7,0.390878,0.391344,0.000466
cross_stall_r4__lead_cont_r8,0.336332,0.336231,0.000101
cross_stall_r4__lead_cont_r9,0.363257,0.363132,0.000125
cross_stall_r4__lead_nec_r1,0.01884,0.018908,6.8e-05
cross_stall_r4__lead_nec_r10,0.027026,0.026971,5.5e-05
cross_stall_r4__lead_nec_r11,0.023238,0.023178,6e-05
cross_stall_r4__lead_nec_r12,0.040705,0.040725,2e-05
cross_stall_r4__lead_nec_r2,0.042909,0.042981,7.2e-05
cross_stall_r4__lead_nec_r3,0.025083,0.025067,1.6e-05
cross_stall_r4__lead_nec_r4,0.038348,0.038353,5e-06
cross_stall_r4__lead_nec_r5,0.023195,0.023178,1.7e-05
cross_stall_r4__lead_nec_r6,0.044237,0.044238,1e-06
cross_stall_r4__lead_nec_r7,0.040878,0.040725,0.000153
cross_stall_r4__lead_nec_r8,0.026434,0.026473,3.9e-05
cross_stall_r4__lead_nec_r9,0.031783,0.031768,1.5e-05
cross_stall_r4__lead_opt_r1,0.032012,0.031966,4.6e-05
cross_stall_r4__lead_opt_r10,0.018718,0.018655,6.3e-05
cross_stall_r4__lead_opt_r11,0.0584,0.058607,0.000207
cross_stall_r4__lead_opt_r12,0.046372,0.046006,0.000366
cross_stall_r4__lead_opt_r2,0.048506,0.048484,2.2e-05
cross_stall_r4__lead_opt_r3,0.021535,0.021507,2.8e-05
cross_stall_r4__lead_opt_r4,0.04624,0.046006,0.000234
cross_stall_r4__lead_opt_r5,0.017437,0.017434,3e-06
cross_stall_r4__lead_opt_r6,0.028806,0.029076,0.00027
cross_stall_r4__lead_opt_r7,0.022139,0.022137,2e-06
cross_stall_r4__lead_opt_r8,0.015114,0.015085,2.9e-05
cross_stall_r4__lead_opt_r9,0.016841,0.016813,2.8e-05
cross_stall_r4__temp_opt_r1,0.067048,0.067223,0.000175
cross_stall_r4__temp_opt_r10,0.075016,0.075046,3e-05
cross_stall_r4__temp_opt_r11,0.066066,0.066101,3.5e-05
cross_stall_r4__temp_opt_r12,0.033414,0.033317,9.7e-05
cross_stall_r4__temp_opt_r2,0.062293,0.062288,5e-06
cross_stall_r4__temp_opt_r3,0.042164,0.042156,8e-06
cross_stall_r4__temp_opt_r4,0.056389,0.056582,0.000193
cross_stall_r4__temp_opt_r5,0.032941,0.032956,1.5e-05
cross_stall_r4__temp_opt_r6,0.032367,0.031966,0.000401
cross_stall_r4__temp_opt_r7,0.069342,0.069257,8.5e-05
cross_stall_r4__temp_opt_r8,0.021707,0.021651,5.6e-05
cross_stall_r4__temp_opt_r9,0.005927,0.005889,3.8e-05
cross_stall_r5__lead_cont_r1,0.363586,0.363589,3e-06
cross_stall_r5__lead_cont_r10,0.344097,0.344253,0.000156
cross_stall_r5__lead_cont_r11,0.345998,0.345942,5.6e-05
cross_stall_r5__lead_cont_r12,0.397924,0.397989,6.5e-05
cross_stall_r5__lead_cont_r2,0.387649,0.388017,0.000368
cross_stall_r5__lead_cont_r3,0.347836,0.347515,0.000321
cross_stall_r5__lead_cont_r4,0.346008,0.345942,6.6e-05
cross_stall_r5__lead_cont_r5,0.35399,0.353996,6e-06
cross_stall_r5__lead_cont_r6,0.383482,0.383551,6.9e-05
cross_stall_r5__lead_cont_r7,0.398097,0.397989,0.000108
cross_stall_r5__lead_cont_r8,0.343551,0.343624,7.3e-05
cross_stall_r5__lead_cont_r9,0.370476,0.370395,8.1e-05
cross_stall_r5__lead_nec_r1,0.058328,0.05813,0.000198
cross_stall_r5__lead_nec_r10,0.066514,0.066498,1.6e-05
cross_stall_r5__lead_nec_r11,0.062726,0.062649,7.7e-05
cross_stall_r5__lead_nec_r12,0.080193,0.080268,7.5e-05
cross_stall_r5__lead_nec_r2,0.082397,0.082355,4.2e-05
cross_stall_r5__lead_nec_r3,0.064571,0.064646,7.5e-05
cross_stall_r5__lead_nec_r4,0.077836,0.077676,0.00016
cross_stall_r5__lead_nec_r5,0.062683,0.062649,3.4e-05
cross_stall_r5__lead_nec_r6,0.083725,0.083608,0.000117
cross_stall_r5__lead_nec_r7,0.080366,0.080268,9.8e-05
cross_stall_r5__lead_nec_r8,0.065922,0.065996,7.4e-05
cross_stall_r5__lead_nec_r9,0.071271,0.071201,7e-05
cross_stall_r5__lead_opt_r1,0.071499,0.071508,9e-06
cross_stall_r5__lead_opt_r10,0.058205,0.05813,7.5e-05
cross_stall_r5__lead_opt_r11,0.097888,0.0975,0.000388
cross_stall_r5__lead_opt_r12,0.08586,0.085903,4.3e-05
cross_stall_r5__lead_opt_r2,0.087994,0.088103,0.000109
cross_stall_r5__lead_opt_r3,0.061023,0.060996,2.7e-05
cross_stall_r5__lead_opt_r4,0.085727,0.085733,6e-06
cross_stall_r5__lead_opt_r5,0.056226,0.056163,6.3e-05
cross_stall_r5__lead_opt_r6,0.068294,0.068504,0.00021
cross_stall_r5__lead_opt_r7,0.058243,0.05813,0.000113
cross_stall_r5__lead_opt_r8,0.046642,0.046763,0.000121
cross_stall_r5__lead_opt_r9,0.056329,0.056163,0.000166
cross_stall_r5__temp_opt_r1,0.106536,0.106555,1.9e-05
cross_stall_r5__temp_opt_r10,0.114504,0.11465,0.000146
cross_stall_r5__temp_opt_r11,0.105554,0.105547,7e-06
cross_stall_r5__temp_opt_r12,0.051084,0.051175,9.1e-05
cross_stall_r5__temp_opt_r2,0.101781,0.101732,4.9e-05
cross_stall_r5__temp_opt_r3,0.081652,0.081488,0.000164
cross_stall_r5__temp_opt_r4,0.093748,0.093447,0.000301
cross_stall_r5__temp_opt_r5,0.072429,0.07267,0.000241
cross_stall_r5__temp_opt_r6,0.071854,0.071936,8.2e-05
