pair_id,state_i,state_j,coarse_i,coarse_j,same_coarse,d0_mean,d0_max,d1_mean,d1_max,closure_drift,n_common_actions,pair_type
block_nec_r2__cross_stall_occ_r1,block_nec_r2,cross_stall_occ_r1,block_or_occupancy,cross,0,0.841825,1.0,0.671151,0.913311,-0.170674,8,cross
block_nec_r2__cross_stall_occ_r10,block_nec_r2,cross_stall_occ_r10,block_or_occupancy,cross,0,0.810137,1.0,0.673004,0.922012,-0.137133,8,cross
block_nec_r2__cross_stall_occ_r11,block_nec_r2,cross_stall_occ_r11,block_or_occupancy,cross,0,0.880325,1.0,0.670076,0.909213,-0.210249,8,cross
block_nec_r2__cross_stall_occ_r12,block_nec_r2,cross_stall_occ_r12,block_or_occupancy,cross,0,0.852388,1.0,0.66757,0.855495,-0.184818,8,cross
block_nec_r2__cross_stall_occ_r2,block_nec_r2,cross_stall_occ_r2,block_or_occupancy,cross,0,0.810312,1.0,0.662444,0.897539,-0.147868,8,cross
block_nec_r2__cross_stall_occ_r3,block_nec_r2,cross_stall_occ_r3,block_or_occupancy,cross,0,0.832462,1.0,0.664521,0.868776,-0.167941,8,cross
block_nec_r2__cross_stall_occ_r4,block_nec_r2,cross_stall_occ_r4,block_or_occupancy,cross,0,0.790137,1.0,0.666739,0.912134,-0.123398,8,cross
block_nec_r2__cross_stall_occ_r5,block_nec_r2,cross_stall_occ_r5,block_or_occupancy,cross,0,0.852237,1.0,0.659102,0.887515,-0.193135,8,cross
block_nec_r2__cross_stall_occ_r6,block_nec_r2,cross_stall_occ_r6,block_or_occupancy,cross,0,0.852163,1.0,0.666036,0.844539,-0.186127,8,cross
block_nec_r2__cross_stall_occ_r7,block_nec_r2,cross_stall_occ_r7,block_or_occupancy,cross,0,0.850025,1.0,0.674536,0.917054,-0.175489,8,cross
block_nec_r2__cross_stall_occ_r8,block_nec_r2,cross_stall_occ_r8,block_or_occupancy,cross,0,0.818175,1.0,0.665051,0.901357,-0.153124,8,cross
block_nec_r2__cross_stall_occ_r9,block_nec_r2,cross_stall_occ_r9,block_or_occupancy,cross,0,0.83985,1.0,0.673553,0.876213,-0.166297,8,cross
block_nec_r2__cross_stall_r1,block_nec_r2,cross_stall_r1,block_or_occupancy,cross,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__cross_stall_r10,block_nec_r2,cross_stall_r10,block_or_occupancy,cross,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__cross_stall_r11,block_nec_r2,cross_stall_r11,block_or_occupancy,cross,0,0.003263,0.0261,0.057297,0.265152,0.054034,8,cross
block_nec_r2__cross_stall_r12,block_nec_r2,cross_stall_r12,block_or_occupancy,cross,0,0.0,0.0,0.021212,0.137579,0.021212,8,cross
block_nec_r2__cross_stall_r2,block_nec_r2,cross_stall_r2,block_or_occupancy,cross,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__cross_stall_r3,block_nec_r2,cross_stall_r3,block_or_occupancy,cross,0,0.004925,0.0394,0.022358,0.143787,0.017433,8,cross
block_nec_r2__cross_stall_r4,block_nec_r2,cross_stall_r4,block_or_occupancy,cross,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__cross_stall_r5,block_nec_r2,cross_stall_r5,block_or_occupancy,cross,0,0.0349,0.2167,0.054203,0.27492,0.019303,8,cross
block_nec_r2__cross_stall_r6,block_nec_r2,cross_stall_r6,block_or_occupancy,cross,0,0.0,0.0,0.037817,0.2653,0.037817,8,cross
block_nec_r2__cross_stall_r7,block_nec_r2,cross_stall_r7,block_or_occupancy,cross,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__cross_stall_r8,block_nec_r2,cross_stall_r8,block_or_occupancy,cross,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__cross_stall_r9,block_nec_r2,cross_stall_r9,block_or_occupancy,cross,0,0.0,0.0,0.019033,0.13266,0.019033,8,cross
block_nec_r2__lead_cont_r1,block_nec_r2,lead_cont_r1,block_or_occupancy,lead,0,0.812837,1.0,0.663194,0.898754,-0.149643,8,cross
block_nec_r2__lead_cont_r10,block_nec_r2,lead_cont_r10,block_or_occupancy,lead,0,0.75435,1.0,0.643917,0.872191,-0.110433,8,cross
block_nec_r2__lead_cont_r11,block_nec_r2,lead_cont_r11,block_or_occupancy,lead,0,0.77055,1.0,0.661642,0.902336,-0.108908,8,cross
block_nec_r2__lead_cont_r12,block_nec_r2,lead_cont_r12,block_or_occupancy,lead,0,0.73955,1.0,0.628637,0.875857,-0.110913,8,cross
block_nec_r2__lead_cont_r2,block_nec_r2,lead_cont_r2,block_or_occupancy,lead,0,0.739712,1.0,0.621952,0.862384,-0.11776,8,cross
block_nec_r2__lead_cont_r3,block_nec_r2,lead_cont_r3,block_or_occupancy,lead,0,0.765788,1.0,0.660066,0.899886,-0.105722,8,cross
block_nec_r2__lead_cont_r4,block_nec_r2,lead_cont_r4,block_or_occupancy,lead,0,0.721,1.0,0.628292,0.877841,-0.092708,8,cross
block_nec_r2__lead_cont_r5,block_nec_r2,lead_cont_r5,block_or_occupancy,lead,0,0.786488,1.0,0.654823,0.899139,-0.131665,8,cross
block_nec_r2__lead_cont_r6,block_nec_r2,lead_cont_r6,block_or_occupancy,lead,0,0.720988,1.0,0.620821,0.866684,-0.100167,8,cross
block_nec_r2__lead_cont_r7,block_nec_r2,lead_cont_r7,block_or_occupancy,lead,0,0.73955,1.0,0.628637,0.875857,-0.110913,8,cross
block_nec_r2__lead_cont_r8,block_nec_r2,lead_cont_r8,block_or_occupancy,lead,0,0.75435,1.0,0.643917,0.872191,-0.110433,8,cross
block_nec_r2__lead_cont_r9,block_nec_r2,lead_cont_r9,block_or_occupancy,lead,0,0.7504,1.0,0.643496,0.872123,-0.106904,8,cross
block_nec_r2__lead_nec_r1,block_nec_r2,lead_nec_r1,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r10,block_nec_r2,lead_nec_r10,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r11,block_nec_r2,lead_nec_r11,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r12,block_nec_r2,lead_nec_r12,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r2,block_nec_r2,lead_nec_r2,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r3,block_nec_r2,lead_nec_r3,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r4,block_nec_r2,lead_nec_r4,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r5,block_nec_r2,lead_nec_r5,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r6,block_nec_r2,lead_nec_r6,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r7,block_nec_r2,lead_nec_r7,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r8,block_nec_r2,lead_nec_r8,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_nec_r9,block_nec_r2,lead_nec_r9,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r1,block_nec_r2,lead_opt_r1,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r10,block_nec_r2,lead_opt_r10,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r11,block_nec_r2,lead_opt_r11,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r12,block_nec_r2,lead_opt_r12,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r2,block_nec_r2,lead_opt_r2,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r3,block_nec_r2,lead_opt_r3,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r4,block_nec_r2,lead_opt_r4,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r5,block_nec_r2,lead_opt_r5,block_or_occupancy,lead,0,0.0,0.0,0.038167,0.2653,0.038167,8,cross
block_nec_r2__lead_opt_r6,block_nec_r2,lead_opt_r6,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__lead_opt_r7,block_nec_r2,lead_opt_r7,block_or_occupancy,lead,0,0.0,0.0,0.02084,0.136524,0.02084,8,cross
block_nec_r2__lead_opt_r8,block_nec_r2,lead_opt_r8,block_or_occupancy,lead,0,0.0,0.0,0.002144,0.016749,0.002144,8,cross
block_nec_r2__lead_opt_r9,block_nec_r2,lead_opt_r9,block_or_occupancy,lead,0,0.0,0.0,0.038574,0.2653,0.038574,8,cross
block_nec_r2__temp_opt_r1,block_nec_r2,temp_opt_r1,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038574,0.2653,0.038574,8,same
block_nec_r2__temp_opt_r10,block_nec_r2,temp_opt_r10,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038574,0.2653,0.038574,8,same
block_nec_r2__temp_opt_r11,block_nec_r2,temp_opt_r11,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038574,0.2653,0.038574,8,same
block_nec_r2__temp_opt_r12,block_nec_r2,temp_opt_r12,block_or_occupancy,block_or_occupancy,1,0.003263,0.0261,0.057297,0.265152,0.054034,8,same
block_nec_r2__temp_opt_r2,block_nec_r2,temp_opt_r2,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038574,0.2653,0.038574,8,same
block_nec_r2__temp_opt_r3,block_nec_r2,temp_opt_r3,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038574,0.2653,0.038574,8,same
block_nec_r2__temp_opt_r4,block_nec_r2,temp_opt_r4,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.022256,0.1403,0.022256,8,same
block_nec_r2__temp_opt_r5,block_nec_r2,temp_opt_r5,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038574,0.2653,0.038574,8,same
block_nec_r2__temp_opt_r6,block_nec_r2,temp_opt_r6,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038574,0.2653,0.038574,8,same
block_nec_r2__temp_opt_r7,block_nec_r2,temp_opt_r7,block_or_occupancy,block_or_occupancy,1,0.025325,0.1523,0.095583,0.5,0.070258,8,same
block_nec_r2__temp_opt_r8,block_nec_r2,temp_opt_r8,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.019796,0.139096,0.019796,8,same
block_nec_r2__temp_opt_r9,block_nec_r2,temp_opt_r9,block_or_occupancy,block_or_occupancy,1,0.0,0.0,0.038167,0.2653,0.038167,8,same
block_nec_r3__block_nec_r4,block_nec_r3,block_nec_r4,block_or_occupancy,block_or_occupancy,1,0.033275,0.1714,0.096393,0.411472,0.063118,8,same
block_nec_r3__block_nec_r5,block_nec_r3,block_nec_r5,block_or_occupancy,block_or_occupancy,1,0.141912,1.0,0.096432,0.296092,-0.04548,8,same
block_nec_r3__block_nec_r6,block_nec_r3,block_nec_r6,block_or_occupancy,block_or_occupancy,1,0.024225,0.1117,0.039502,0.147505,0.015277,8,same
block_nec_r3__block_nec_r7,block_nec_r3,block_nec_r7,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.113537,0.53917,0.078137,8,same
block_nec_r3__block_nec_r8,block_nec_r3,block_nec_r8,block_or_occupancy,block_or_occupancy,1,0.125725,1.0,0.10344,0.279846,-0.022285,8,same
block_nec_r3__block_nec_r9,block_nec_r3,block_nec_r9,block_or_occupancy,block_or_occupancy,1,0.019162,0.1019,0.051596,0.14752,0.032434,8,same
block_nec_r3__cross_clear_r1,block_nec_r3,cross_clear_r1,block_or_occupancy,cross,0,0.0758,0.2228,0.169538,0.796594,0.093738,8,cross
block_nec_r3__cross_clear_r10,block_nec_r3,cross_clear_r10,block_or_occupancy,cross,0,0.575162,1.0,0.324453,0.5,-0.250709,8,cross
block_nec_r3__cross_clear_r11,block_nec_r3,cross_clear_r11,block_or_occupancy,cross,0,0.155575,0.451,0.212009,0.590154,0.056434,8,cross
block_nec_r3__cross_clear_r12,block_nec_r3,cross_clear_r12,block_or_occupancy,cross,0,0.392525,0.6043,0.249236,0.557043,-0.143289,8,cross
block_nec_r3__cross_clear_r2,block_nec_r3,cross_clear_r2,block_or_occupancy,cross,0,0.122688,0.395,0.180401,0.796594,0.057713,8,cross
block_nec_r3__cross_clear_r3,block_nec_r3,cross_clear_r3,block_or_occupancy,cross,0,0.0512,0.1884,0.166746,0.796594,0.115546,8,cross
block_nec_r3__cross_clear_r4,block_nec_r3,cross_clear_r4,block_or_occupancy,cross,0,0.128062,0.3327,0.176631,0.796594,0.048569,8,cross
block_nec_r3__cross_clear_r5,block_nec_r3,cross_clear_r5,block_or_occupancy,cross,0,0.241363,0.5581,0.185842,0.408017,-0.055521,8,cross
block_nec_r3__cross_clear_r6,block_nec_r3,cross_clear_r6,block_or_occupancy,cross,0,0.3568,0.496,0.179555,0.345135,-0.177245,8,cross
block_nec_r3__cross_clear_r7,block_nec_r3,cross_clear_r7,block_or_occupancy,cross,0,0.122225,0.2694,0.182562,0.796594,0.060337,8,cross
block_nec_r3__cross_clear_r8,block_nec_r3,cross_clear_r8,block_or_occupancy,cross,0,0.187188,0.305,0.208614,0.780447,0.021426,8,cross
block_nec_r3__cross_clear_r9,block_nec_r3,cross_clear_r9,block_or_occupancy,cross,0,0.370487,1.0,0.509174,0.921594,0.138687,8,cross
block_nec_r3__cross_stall_occ_r1,block_nec_r3,cross_stall_occ_r1,block_or_occupancy,cross,0,0.806425,1.0,0.60579,0.831389,-0.200635,8,cross
block_nec_r3__cross_stall_occ_r10,block_nec_r3,cross_stall_occ_r10,block_or_occupancy,cross,0,0.774737,1.0,0.608151,0.819064,-0.166586,8,cross
block_nec_r3__cross_stall_occ_r11,block_nec_r3,cross_stall_occ_r11,block_or_occupancy,cross,0,0.844925,1.0,0.579663,0.879553,-0.265262,8,cross
block_nec_r3__cross_stall_occ_r12,block_nec_r3,cross_stall_occ_r12,block_or_occupancy,cross,0,0.816987,1.0,0.601156,0.855495,-0.215831,8,cross
block_nec_r3__cross_stall_occ_r2,block_nec_r3,cross_stall_occ_r2,block_or_occupancy,cross,0,0.774913,1.0,0.599773,0.827528,-0.17514,8,cross
block_nec_r3__cross_stall_occ_r3,block_nec_r3,cross_stall_occ_r3,block_or_occupancy,cross,0,0.797063,1.0,0.59774,0.819356,-0.199323,8,cross
block_nec_r3__cross_stall_occ_r4,block_nec_r3,cross_stall_occ_r4,block_or_occupancy,cross,0,0.754738,1.0,0.603608,0.810718,-0.15113,8,cross
block_nec_r3__cross_stall_occ_r5,block_nec_r3,cross_stall_occ_r5,block_or_occupancy,cross,0,0.816837,1.0,0.570347,0.859026,-0.24649,8,cross
block_nec_r3__cross_stall_occ_r6,block_nec_r3,cross_stall_occ_r6,block_or_occupancy,cross,0,0.816763,1.0,0.599622,0.843227,-0.217141,8,cross
block_nec_r3__cross_stall_occ_r7,block_nec_r3,cross_stall_occ_r7,block_or_occupancy,cross,0,0.814625,1.0,0.60849,0.82775,-0.206135,8,cross
block_nec_r3__cross_stall_occ_r8,block_nec_r3,cross_stall_occ_r8,block_or_occupancy,cross,0,0.782775,1.0,0.601685,0.830152,-0.18109,8,cross
block_nec_r3__cross_stall_occ_r9,block_nec_r3,cross_stall_occ_r9,block_or_occupancy,cross,0,0.80445,1.0,0.60616,0.876213,-0.19829,8,cross
block_nec_r3__cross_stall_r1,block_nec_r3,cross_stall_r1,block_or_occupancy,cross,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__cross_stall_r10,block_nec_r3,cross_stall_r10,block_or_occupancy,cross,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__cross_stall_r11,block_nec_r3,cross_stall_r11,block_or_occupancy,cross,0,0.032137,0.1623,0.077623,0.288772,0.045486,8,cross
block_nec_r3__cross_stall_r12,block_nec_r3,cross_stall_r12,block_or_occupancy,cross,0,0.0354,0.1884,0.146769,0.671594,0.111369,8,cross
block_nec_r3__cross_stall_r2,block_nec_r3,cross_stall_r2,block_or_occupancy,cross,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__cross_stall_r3,block_nec_r3,cross_stall_r3,block_or_occupancy,cross,0,0.030475,0.149,0.146769,0.671594,0.116294,8,cross
block_nec_r3__cross_stall_r4,block_nec_r3,cross_stall_r4,block_or_occupancy,cross,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__cross_stall_r5,block_nec_r3,cross_stall_r5,block_or_occupancy,cross,0,0.007575,0.0323,0.08123,0.298232,0.073655,8,cross
block_nec_r3__cross_stall_r6,block_nec_r3,cross_stall_r6,block_or_occupancy,cross,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__cross_stall_r7,block_nec_r3,cross_stall_r7,block_or_occupancy,cross,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__cross_stall_r8,block_nec_r3,cross_stall_r8,block_or_occupancy,cross,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__cross_stall_r9,block_nec_r3,cross_stall_r9,block_or_occupancy,cross,0,0.0354,0.1884,0.146769,0.671594,0.111369,8,cross
block_nec_r3__lead_cont_r1,block_nec_r3,lead_cont_r1,block_or_occupancy,lead,0,0.777438,1.0,0.600301,0.827217,-0.177137,8,cross
block_nec_r3__lead_cont_r10,block_nec_r3,lead_cont_r10,block_or_occupancy,lead,0,0.71895,1.0,0.585224,0.744635,-0.133726,8,cross
block_nec_r3__lead_cont_r11,block_nec_r3,lead_cont_r11,block_or_occupancy,lead,0,0.73515,1.0,0.600206,0.809542,-0.134944,8,cross
block_nec_r3__lead_cont_r12,block_nec_r3,lead_cont_r12,block_or_occupancy,lead,0,0.70415,1.0,0.572084,0.713622,-0.132066,8,cross
block_nec_r3__lead_cont_r2,block_nec_r3,lead_cont_r2,block_or_occupancy,lead,0,0.704313,1.0,0.565264,0.704455,-0.139049,8,cross
block_nec_r3__lead_cont_r3,block_nec_r3,lead_cont_r3,block_or_occupancy,lead,0,0.730387,1.0,0.599065,0.806494,-0.131322,8,cross
block_nec_r3__lead_cont_r4,block_nec_r3,lead_cont_r4,block_or_occupancy,lead,0,0.6856,1.0,0.5711,0.708587,-0.1145,8,cross
block_nec_r3__lead_cont_r5,block_nec_r3,lead_cont_r5,block_or_occupancy,lead,0,0.751088,1.0,0.594153,0.79843,-0.156935,8,cross
block_nec_r3__lead_cont_r6,block_nec_r3,lead_cont_r6,block_or_occupancy,lead,0,0.685588,1.0,0.565887,0.698713,-0.119701,8,cross
block_nec_r3__lead_cont_r7,block_nec_r3,lead_cont_r7,block_or_occupancy,lead,0,0.70415,1.0,0.572084,0.713622,-0.132066,8,cross
block_nec_r3__lead_cont_r8,block_nec_r3,lead_cont_r8,block_or_occupancy,lead,0,0.71895,1.0,0.585224,0.744635,-0.133726,8,cross
block_nec_r3__lead_cont_r9,block_nec_r3,lead_cont_r9,block_or_occupancy,lead,0,0.715,1.0,0.584812,0.741142,-0.130188,8,cross
block_nec_r3__lead_nec_r1,block_nec_r3,lead_nec_r1,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r10,block_nec_r3,lead_nec_r10,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r11,block_nec_r3,lead_nec_r11,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r12,block_nec_r3,lead_nec_r12,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r2,block_nec_r3,lead_nec_r2,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r3,block_nec_r3,lead_nec_r3,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r4,block_nec_r3,lead_nec_r4,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r5,block_nec_r3,lead_nec_r5,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r6,block_nec_r3,lead_nec_r6,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r7,block_nec_r3,lead_nec_r7,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r8,block_nec_r3,lead_nec_r8,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_nec_r9,block_nec_r3,lead_nec_r9,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r1,block_nec_r3,lead_opt_r1,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r10,block_nec_r3,lead_opt_r10,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r11,block_nec_r3,lead_opt_r11,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r12,block_nec_r3,lead_opt_r12,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r2,block_nec_r3,lead_opt_r2,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r3,block_nec_r3,lead_opt_r3,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r4,block_nec_r3,lead_opt_r4,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r5,block_nec_r3,lead_opt_r5,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r6,block_nec_r3,lead_opt_r6,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__lead_opt_r7,block_nec_r3,lead_opt_r7,block_or_occupancy,lead,0,0.0354,0.1884,0.146769,0.671594,0.111369,8,cross
block_nec_r3__lead_opt_r8,block_nec_r3,lead_opt_r8,block_or_occupancy,lead,0,0.0354,0.1884,0.131144,0.546594,0.095744,8,cross
block_nec_r3__lead_opt_r9,block_nec_r3,lead_opt_r9,block_or_occupancy,lead,0,0.0354,0.1884,0.162394,0.796594,0.126994,8,cross
block_nec_r3__temp_opt_r1,block_nec_r3,temp_opt_r1,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r3__temp_opt_r10,block_nec_r3,temp_opt_r10,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r3__temp_opt_r11,block_nec_r3,temp_opt_r11,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r3__temp_opt_r12,block_nec_r3,temp_opt_r12,block_or_occupancy,block_or_occupancy,1,0.032137,0.1623,0.077623,0.288772,0.045486,8,same
block_nec_r3__temp_opt_r2,block_nec_r3,temp_opt_r2,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r3__temp_opt_r3,block_nec_r3,temp_opt_r3,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r3__temp_opt_r4,block_nec_r3,temp_opt_r4,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.146769,0.671594,0.111369,8,same
block_nec_r3__temp_opt_r5,block_nec_r3,temp_opt_r5,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r3__temp_opt_r6,block_nec_r3,temp_opt_r6,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r3__temp_opt_r7,block_nec_r3,temp_opt_r7,block_or_occupancy,block_or_occupancy,1,0.010075,0.0445,0.036793,0.17513,0.026718,8,same
block_nec_r3__temp_opt_r8,block_nec_r3,temp_opt_r8,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.113537,0.53917,0.078137,8,same
block_nec_r3__temp_opt_r9,block_nec_r3,temp_opt_r9,block_or_occupancy,block_or_occupancy,1,0.0354,0.1884,0.162394,0.796594,0.126994,8,same
block_nec_r4__block_nec_r5,block_nec_r4,block_nec_r5,block_or_occupancy,block_or_occupancy,1,0.153762,1.0,0.17842,0.625,0.024658,8,same
block_nec_r4__block_nec_r6,block_nec_r4,block_nec_r6,block_or_occupancy,block_or_occupancy,1,0.00905,0.0597,0.057083,0.270635,0.048033,8,same
block_nec_r4__block_nec_r7,block_nec_r4,block_nec_r7,block_or_occupancy,block_or_occupancy,1,0.002125,0.017,0.020694,0.153149,0.018569,8,same
block_nec_r4__block_nec_r8,block_nec_r4,block_nec_r8,block_or_occupancy,block_or_occupancy,1,0.136125,1.0,0.182406,0.625,0.046281,8,same
block_nec_r4__block_nec_r9,block_nec_r4,block_nec_r9,block_or_occupancy,block_or_occupancy,1,0.014113,0.0695,0.133012,0.5,0.118899,8,same
block_nec_r4__cross_clear_r1,block_nec_r4,cross_clear_r1,block_or_occupancy,cross,0,0.066225,0.2228,0.080267,0.424178,0.014042,8,cross
block_nec_r4__cross_clear_r10,block_nec_r4,cross_clear_r10,block_or_occupancy,cross,0,0.587012,1.0,0.40644,0.719581,-0.180572,8,cross
block_nec_r4__cross_clear_r11,block_nec_r4,cross_clear_r11,block_or_occupancy,cross,0,0.1223,0.451,0.195602,0.524098,0.073302,8,cross
block_nec_r4__cross_clear_r12,block_nec_r4,cross_clear_r12,block_or_occupancy,cross,0,0.4258,0.6043,0.217594,0.437806,-0.208206,8,cross
block_nec_r4__cross_clear_r2,block_nec_r4,cross_clear_r2,block_or_occupancy,cross,0,0.155963,0.4898,0.099661,0.459971,-0.056302,8,cross
block_nec_r4__cross_clear_r3,block_nec_r4,cross_clear_r3,block_or_occupancy,cross,0,0.020175,0.1264,0.080913,0.439728,0.060738,8,cross
block_nec_r4__cross_clear_r4,block_nec_r4,cross_clear_r4,block_or_occupancy,cross,0,0.161338,0.4524,0.100426,0.473138,-0.060912,8,cross
block_nec_r4__cross_clear_r5,block_nec_r4,cross_clear_r5,block_or_occupancy,cross,0,0.208088,0.5581,0.255743,0.616564,0.047655,8,cross
block_nec_r4__cross_clear_r6,block_nec_r4,cross_clear_r6,block_or_occupancy,cross,0,0.390075,0.5908,0.191909,0.345135,-0.198166,8,cross
