pair_id,state_i,state_j,coarse_i,coarse_j,fine_i,fine_j,d0_mean,d0_max,probe_action,successor_valid_i,successor_valid_j,d1_action_mean,d1_action_max
block_cont_r12__cross_stall_r9,block_cont_r12,cross_stall_r9,block_or_occupancy,cross,block_cont,cross_stall,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__cross_stall_r9,block_cont_r12,cross_stall_r9,block_or_occupancy,cross,block_cont,cross_stall,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U0,1,1,0.035727,0.035727
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U1,1,1,0.049998,0.049998
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U2,1,1,0.057804,0.057804
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U3,1,1,0.166094,0.166094
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U4,1,1,0.0,0.0
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r1,block_cont_r12,lead_cont_r1,block_or_occupancy,lead,block_cont,lead_cont,0.058113,0.1391,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U0,1,1,0.237059,0.237059
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U1,1,1,0.348731,0.348731
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U2,1,1,0.348109,0.348109
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U3,1,1,0.20446,0.20446
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U4,1,1,0.125,0.125
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r10,block_cont_r12,lead_cont_r10,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U0,1,1,0.422844,0.422844
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U1,1,1,0.437043,0.437043
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U2,1,1,0.321956,0.321956
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U3,1,1,0.30236,0.30236
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U4,1,1,0.375,0.375
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U5,1,1,0.125,0.125
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r11,block_cont_r12,lead_cont_r11,block_or_occupancy,lead,block_cont,lead_cont,0.325137,1.0,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U0,1,1,0.149322,0.149322
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U1,1,1,0.383882,0.383882
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U2,1,1,0.251089,0.251089
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U3,1,1,0.341589,0.341589
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U4,1,1,0.0,0.0
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r12,block_cont_r12,lead_cont_r12,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U0,1,1,0.158489,0.158489
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U1,1,1,0.147406,0.147406
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U2,1,1,0.131198,0.131198
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U3,1,1,0.218159,0.218159
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U4,1,1,0.0,0.0
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r2,block_cont_r12,lead_cont_r2,block_or_occupancy,lead,block_cont,lead_cont,0.131237,0.3144,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U0,1,1,0.425893,0.425893
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U1,1,1,0.442589,0.442589
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U2,1,1,0.326806,0.326806
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U3,1,1,0.305897,0.305897
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U4,1,1,0.375,0.375
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U5,1,1,0.125,0.125
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r3,block_cont_r12,lead_cont_r3,block_or_occupancy,lead,block_cont,lead_cont,0.3299,1.0,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U0,1,1,0.517501,0.517501
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U1,1,1,0.505506,0.505506
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U2,1,1,0.370958,0.370958
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U3,1,1,0.337668,0.337668
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U4,1,1,0.375,0.375
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U5,1,1,0.125,0.125
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r4,block_cont_r12,lead_cont_r4,block_or_occupancy,lead,block_cont,lead_cont,0.374688,1.0,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U0,1,1,0.064514,0.064514
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U1,1,1,0.329479,0.329479
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U2,1,1,0.204091,0.204091
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U3,1,1,0.307857,0.307857
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U4,1,1,0.0,0.0
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r5,block_cont_r12,lead_cont_r5,block_or_occupancy,lead,block_cont,lead_cont,0.084463,0.175,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U0,1,1,0.164231,0.164231
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U1,1,1,0.403619,0.403619
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U2,1,1,0.269794,0.269794
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U3,1,1,0.354995,0.354995
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U4,1,1,0.0,0.0
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r6,block_cont_r12,lead_cont_r6,block_or_occupancy,lead,block_cont,lead_cont,0.149962,0.324,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U0,1,1,0.149322,0.149322
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U1,1,1,0.383882,0.383882
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U2,1,1,0.251089,0.251089
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U3,1,1,0.341589,0.341589
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U4,1,1,0.0,0.0
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r7,block_cont_r12,lead_cont_r7,block_or_occupancy,lead,block_cont,lead_cont,0.1314,0.2814,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U0,1,1,0.237059,0.237059
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U1,1,1,0.348731,0.348731
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U2,1,1,0.348109,0.348109
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U3,1,1,0.20446,0.20446
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U4,1,1,0.125,0.125
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r8,block_cont_r12,lead_cont_r8,block_or_occupancy,lead,block_cont,lead_cont,0.228425,1.0,U7,1,1,0.0,0.0
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U0,1,1,0.240552,0.240552
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U1,1,1,0.348472,0.348472
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U2,1,1,0.348174,0.348174
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U3,1,1,0.204527,0.204527
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U4,1,1,0.125,0.125
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U5,1,1,0.0,0.0
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U6,1,1,0.0,0.0
block_cont_r12__lead_cont_r9,block_cont_r12,lead_cont_r9,block_or_occupancy,lead,block_cont,lead_cont,0.232375,1.0,U7,1,1,0.0,0.0
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r1,block_cont_r12,lead_nec_r1,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r10,block_cont_r12,lead_nec_r10,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r11,block_cont_r12,lead_nec_r11,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r12,block_cont_r12,lead_nec_r12,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r2,block_cont_r12,lead_nec_r2,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r3,block_cont_r12,lead_nec_r3,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r4,block_cont_r12,lead_nec_r4,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
block_cont_r12__lead_nec_r5,block_cont_r12,lead_nec_r5,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U7,1,1,0.5,0.5
block_cont_r12__lead_nec_r6,block_cont_r12,lead_nec_r6,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U0,1,1,0.862944,0.862944
block_cont_r12__lead_nec_r6,block_cont_r12,lead_nec_r6,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U1,1,1,0.853578,0.853578
block_cont_r12__lead_nec_r6,block_cont_r12,lead_nec_r6,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U2,1,1,0.877096,0.877096
block_cont_r12__lead_nec_r6,block_cont_r12,lead_nec_r6,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U3,1,1,0.922631,0.922631
block_cont_r12__lead_nec_r6,block_cont_r12,lead_nec_r6,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U4,1,1,0.5,0.5
block_cont_r12__lead_nec_r6,block_cont_r12,lead_nec_r6,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U5,1,1,0.5,0.5
block_cont_r12__lead_nec_r6,block_cont_r12,lead_nec_r6,block_or_occupancy,lead,block_cont,lead_nec,0.87095,1.0,U6,1,1,0.5,0.5
