state_i,state_j,coarse_i,coarse_j,fine_i,fine_j,group_i,group_j,same_coarse,same_fine,same_param_group,ego_speed_diff,d0_mean,d0_max
block_cont_r10,cross_stall_occ_r2,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v6|d7,0,0,0,1.0,0.426288,1.0
block_cont_r10,cross_stall_occ_r3,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v7|d7,0,0,0,0.0,0.144325,1.0
block_cont_r10,cross_stall_occ_r4,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v7|d7,0,0,0,0.0,0.174275,1.0
block_cont_r10,cross_stall_occ_r5,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v8|d7,0,0,0,1.0,0.399175,1.0
block_cont_r10,cross_stall_occ_r6,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v8|d8,0,0,0,1.0,0.39925,1.0
block_cont_r10,cross_stall_occ_r7,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v6|d6,0,0,0,1.0,0.398462,1.0
block_cont_r10,cross_stall_occ_r8,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v6|d7,0,0,0,1.0,0.420687,1.0
block_cont_r10,cross_stall_occ_r9,block_or_occupancy,cross,block_cont,cross_stall_occ,block_cont|v7|L6,cross_stall_occ|v7|d7,0,0,0,0.0,0.139,1.0
block_cont_r10,cross_stall_r1,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v6|d6,0,0,0,1.0,0.893038,1.0
block_cont_r10,cross_stall_r10,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v7|d7,0,0,0,0.0,0.893038,1.0
block_cont_r10,cross_stall_r11,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v8|d7,0,0,0,1.0,0.889775,1.0
block_cont_r10,cross_stall_r12,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v8|d8,0,0,0,1.0,0.893038,1.0
block_cont_r10,cross_stall_r2,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v6|d6,0,0,0,1.0,0.893038,1.0
block_cont_r10,cross_stall_r3,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v7|d6,0,0,0,0.0,0.888112,1.0
block_cont_r10,cross_stall_r4,block_or_occupancy,cross,block_cont,cross_stall,block_cont|v7|L6,cross_stall|v7|d7,0,0,0,0.0,0.893038,1.0
