epoch,step,train/acc_speed,train/acc_x,train/acc_y,train/acc_yaw,train/loss_all,train/loss_forecast,train/loss_path,train/loss_speed,train/loss_wp,train/loss_x,train/loss_y,train/loss_yaw
0,4,0.01593625545501709,0.0039840638637542725,0.0,0.09561753273010254,36.0036735534668,4.3375701904296875,6.525369167327881,3.6234309673309326,3.3768279552459717,5.4318437576293945,4.844443321228027,3.4505603313446045
